ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,URBANICITY,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,CLAIM_FLAG,CLM_AMT
926900130,0,12-Aug-66,33,1,9,"$21,124 ",Yes,$0 ,No,M,Bachelors,Student,Highly Urban/ Urban,30,Private,"$5,000 ",1,Pickup,$0 ,0,No,0,10,0,$0 
176116484,0,10-Jun-41,58,0,,"$43,680 ",No,"$180,158 ",Yes,M,High School,Manager,Highly Urban/ Urban,24,Commercial,"$29,910 ",4,Minivan,"$9,677 ",2,No,0,4,0,$0 
287264722,0,26-Sep-49,50,0,0,$0 ,No,$0 ,No,F,High School,Student,Highly Rural/ Rural,47,Private,"$6,520 ",1,SUV,$0 ,0,Yes,2,1,0,$0 
805276249,0,26-Mar-79,20,0,8,"$4,209 ",No,"$80,790 ",No,F,High School,Clerical,Highly Urban/ Urban,23,Private,"$10,570 ",1,SUV,$0 ,0,No,4,9,1,"$4,400 "
131080792,0,9-May-47,52,0,14,,No,,Yes,F,Bachelors,Professional,Highly Urban/ Urban,18,Private,"$12,720 ",1,SUV,$0 ,0,No,0,12,0,$0 
496808295,0,4-Mar-57,42,0,13,"$71,779 ",No,"$187,108 ",Yes,F,PhD,Manager,Highly Urban/ Urban,5,Private,"$15,480 ",4,SUV,$0 ,0,No,0,12,1,"$5,782 "
945868698,0,3-Dec-87,,0,0,$0 ,No,,Yes,F,High School,Student,Highly Rural/ Rural,43,Private,"$2,600 ",10,SUV,"$4,656 ",4,No,3,1,0,$0 
14332275,0,21-Dec-56,42,0,9,"$124,521 ",No,"$336,516 ",No,M,PhD,Doctor,Highly Urban/ Urban,21,Private,"$18,150 ",4,Minivan,$0 ,0,No,4,15,0,$0 
799470114,0,30-Jun-36,63,0,,"$49,485 ",No,"$180,070 ",Yes,F,Bachelors,Professional,Highly Urban/ Urban,36,Private,"$6,270 ",6,Sports Car,$0 ,0,No,0,1,0,$0 
44582718,0,3-Apr-51,48,0,12,"$93,955 ",No,"$303,379 ",Yes,M,Bachelors,Manager,Highly Urban/ Urban,35,Private,"$15,700 ",10,Minivan,$0 ,0,No,0,10,0,$0 
582345812,0,20-Aug-44,55,0,12,"$72,430 ",No,"$226,009 ",Yes,M,Masters,Professional,Highly Rural/ Rural,54,Private,"$23,980 ",7,Minivan,$0 ,0,No,0,15,0,$0 
134738919,0,30-Mar-42,57,0,,"$104,257 ",No,,Yes,F,PhD,Doctor,Highly Urban/ Urban,32,Private,"$7,200 ",10,SUV,$0 ,0,No,0,8,0,$0 
484990963,0,30-Nov-48,50,0,14,"$14,518 ",No,$0 ,Yes,F,Bachelors,Student,Highly Rural/ Rural,41,Private,"$13,170 ",11,Minivan,$0 ,0,No,0,9,0,$0 
25199715,0,7-Jul-51,48,0,10,"$106,752 ",No,$0 ,No,M,Bachelors,Professional,Highly Urban/ Urban,46,Private,"$19,540 ",4,Van,"$8,212 ",3,No,2,15,1,"$3,989 "
419681582,1,16-Dec-58,40,1,7,"$46,337 ",No,"$178,708 ",Yes,F,Bachelors,Professional,Highly Urban/ Urban,5,Private,"$13,720 ",1,Sports Car,"$3,598 ",3,No,3,11,0,$0 
284137091,0,29-Jul-53,46,0,11,"$78,915 ",No,"$248,764 ",No,F,Masters,Lawyer,Highly Urban/ Urban,41,Private,"$13,990 ",5,SUV,"$5,531 ",3,No,0,11,0,$0 
651621441,0,26-Feb-56,43,0,10,"$49,729 ",No,"$211,046 ",No,F,Bachelors,Professional,Highly Urban/ Urban,49,Private,"$13,760 ",4,SUV,$0 ,0,No,0,8,1,"$1,428 "
668137534,0,30-Jan-54,45,0,13,"$8,234 ",No,$0 ,Yes,M,<High School,Student,Highly Urban/ Urban,12,Commercial,"$11,270 ",7,Pickup,$0 ,0,No,0,,0,$0 
42062155,0,9-Apr-50,49,0,11,"$65,904 ",No,"$265,782 ",Yes,M,Bachelors,Clerical,Highly Urban/ Urban,7,Private,"$30,910 ",1,Minivan,$0 ,0,No,2,,0,$0 
804485589,0,15-Oct-49,50,0,10,"$52,956 ",No,,No,F,Bachelors,Blue Collar,Highly Urban/ Urban,35,Commercial,"$8,370 ",11,SUV,"$2,988 ",1,No,5,12,1,"$4,890 "
691509478,0,27-Feb-44,55,0,13,"$60,091 ",No,"$250,327 ",Yes,M,High School,Professional,Highly Urban/ Urban,48,Commercial,"$7,810 ",1,Pickup,$0 ,0,No,1,1,0,$0 
873746806,0,22-Feb-73,26,2,11,"$21,443 ",No,"$116,421 ",Yes,M,<High School,Clerical,Highly Rural/ Rural,19,Commercial,"$24,280 ",6,Panel Truck,"$42,208 ",1,Yes,5,1,1,"$45,985 "
788829442,0,9-Apr-49,50,0,0,$0 ,No,$0 ,No,M,High School,Student,Highly Urban/ Urban,29,Private,"$14,870 ",1,Minivan,$0 ,0,No,1,5,0,$0 
554490000,0,21-May-42,57,0,8,"$66,618 ",No,$0 ,No,M,Masters,Lawyer,Highly Urban/ Urban,27,Private,"$18,100 ",1,SUV,$0 ,0,No,1,17,0,$0 
931221104,0,16-Sep-65,34,0,0,$0 ,No,$0 ,No,F,High School,Home Maker,Highly Rural/ Rural,59,Private,"$26,550 ",1,Pickup,"$33,961 ",1,Yes,7,1,0,$0 
552195894,0,29-Jan-57,42,0,11,"$27,253 ",No,$0 ,No,F,<High School,Clerical,Highly Urban/ Urban,25,Commercial,"$45,360 ",6,Panel Truck,"$29,919 ",1,Yes,0,7,1,"$1,401 "
900452000,0,21-Mar-73,26,0,6,"$48,074 ",No,$0 ,No,M,High School,Blue Collar,Highly Urban/ Urban,25,Commercial,"$21,760 ",1,Van,$0 ,0,No,4,1,0,$0 
73823217,0,8-Jun-50,49,0,6,"$99,948 ",No,"$248,589 ",Yes,F,Masters,Lawyer,Highly Urban/ Urban,41,Private,"$6,800 ",4,SUV,$0 ,0,No,1,1,0,$0 
594819618,0,17-Jan-60,39,1,13,"$97,870 ",No,"$308,324 ",Yes,F,Masters,Manager,Highly Urban/ Urban,38,Private,"$19,670 ",3,Minivan,$0 ,0,No,4,13,0,$0 
373747887,0,5-Jun-36,63,0,16,"$141,953 ",No,"$377,925 ",Yes,M,PhD,,Highly Urban/ Urban,35,Commercial,"$27,570 ",10,Pickup,$0 ,0,No,0,9,1,"$4,291 "
883074798,2,4-Aug-56,43,2,12,"$62,638 ",Yes,$0 ,No,F,Bachelors,Professional,Highly Urban/ Urban,36,Commercial,"$23,140 ",6,Pickup,"$7,148 ",2,No,4,11,1,"$4,665 "
848971280,0,4-Oct-68,31,2,11,"$93,703 ",No,"$257,486 ",Yes,F,High School,Blue Collar,Highly Rural/ Rural,5,Commercial,"$29,620 ",1,Pickup,$0 ,0,No,0,1,0,$0 
572435823,0,5-Jun-56,43,0,14,"$104,258 ",No,"$269,356 ",Yes,M,Bachelors,Manager,Highly Urban/ Urban,19,Private,"$12,500 ",1,Minivan,$0 ,0,No,1,15,0,$0 
267262774,0,13-Mar-34,65,0,17,"$52,074 ",No,"$220,576 ",Yes,F,Masters,Manager,Highly Urban/ Urban,28,Private,"$10,010 ",1,Sports Car,$0 ,0,No,0,22,0,$0 
882027304,0,1-Apr-46,53,0,8,"$169,259 ",No,"$470,371 ",Yes,M,Bachelors,Professional,Highly Urban/ Urban,28,Private,"$16,850 ",4,Minivan,$0 ,0,No,2,,0,$0 
298800248,0,27-Feb-62,37,0,11,"$47,554 ",No,"$150,128 ",No,F,High School,Blue Collar,Highly Rural/ Rural,18,Private,"$18,230 ",4,SUV,$0 ,0,No,0,8,0,$0 
699659067,0,14-May-49,50,0,10,"$60,395 ",No,"$194,332 ",Yes,M,High School,Blue Collar,Highly Urban/ Urban,41,Commercial,"$32,720 ",13,Panel Truck,"$4,896 ",1,No,2,5,0,$0 
777498837,0,23-Jun-43,56,0,12,"$98,422 ",No,,Yes,M,Masters,,Highly Urban/ Urban,5,Commercial,"$25,200 ",14,Panel Truck,$0 ,0,No,0,13,0,$0 
318906935,2,14-Oct-59,40,2,12,"$73,851 ",Yes,"$244,529 ",No,F,Bachelors,Clerical,Highly Urban/ Urban,25,Private,"$14,700 ",7,SUV,$0 ,0,No,1,5,0,$0 
823508688,0,21-Jun-49,50,0,13,"$74,366 ",No,"$264,375 ",Yes,F,Bachelors,Professional,Highly Urban/ Urban,35,Private,"$25,950 ",6,Minivan,$0 ,0,No,0,11,0,$0 
45483753,0,13-Jan-48,51,0,12,"$217,269 ",No,"$502,389 ",Yes,M,PhD,Lawyer,Highly Urban/ Urban,22,Private,"$1,500 ",6,Minivan,$0 ,0,No,0,19,0,$0 
275426485,0,17-Nov-44,55,0,6,"$48,509 ",No,"$210,146 ",Yes,F,High School,Blue Collar,Highly Urban/ Urban,31,Commercial,"$18,390 ",11,SUV,$0 ,0,No,0,8,0,$0 
757941423,1,26-Nov-62,36,4,0,$0 ,Yes,"$84,199 ",No,F,High School,Home Maker,Highly Rural/ Rural,18,Private,"$5,480 ",4,Sports Car,$0 ,0,No,0,1,0,$0 
597820690,0,2-Dec-52,46,0,13,"$9,494 ",No,$0 ,No,F,<High School,Home Maker,Highly Urban/ Urban,38,Private,"$2,450 ",5,Sports Car,$0 ,0,No,0,1,1,"$2,572 "
112400388,0,15-Aug-55,44,2,13,"$38,544 ",No,"$186,304 ",Yes,F,High School,Blue Collar,Highly Rural/ Rural,25,Private,"$17,120 ",10,SUV,$0 ,0,No,0,,0,$0 
417493849,0,29-Apr-38,61,0,10,"$62,185 ",No,$0 ,No,M,PhD,,Highly Urban/ Urban,40,Commercial,"$26,550 ",1,Panel Truck,"$4,843 ",3,No,0,11,1,"$22,951 "
521597761,0,4-Jun-68,31,1,15,"$20,277 ",No,"$134,375 ",Yes,F,<High School,Clerical,Highly Urban/ Urban,5,Private,"$24,670 ",1,Minivan,$0 ,0,No,2,1,1,"$1,746 "
181575170,0,14-Jun-52,47,0,12,"$190,455 ",No,"$482,747 ",Yes,F,PhD,,Highly Urban/ Urban,39,Commercial,"$28,200 ",7,Van,$0 ,0,No,0,8,0,$0 
964792515,1,21-Mar-62,37,2,13,"$64,927 ",No,"$184,518 ",Yes,M,Masters,,Highly Urban/ Urban,31,Commercial,"$35,270 ",6,Panel Truck,$0 ,0,No,0,15,1,"$17,425 "
792269001,0,11-Apr-44,55,0,16,"$71,012 ",No,$0 ,No,F,Masters,Home Maker,Highly Rural/ Rural,43,Private,"$18,540 ",16,Sports Car,$0 ,0,No,1,11,0,$0 
644129356,0,9-Feb-32,67,0,13,"$45,368 ",No,"$190,399 ",Yes,M,Bachelors,Professional,Highly Urban/ Urban,33,Private,"$20,410 ",4,Minivan,"$7,445 ",2,No,5,13,0,$0 
477927525,0,16-Jan-64,35,2,7,"$25,273 ",No,"$131,584 ",Yes,F,High School,Clerical,Highly Rural/ Rural,19,Private,"$6,740 ",4,Sports Car,$0 ,0,No,0,1,0,$0 
271736842,0,7-Sep-59,40,0,5,"$27,433 ",No,$0 ,No,F,Masters,Lawyer,Highly Urban/ Urban,47,Private,"$8,240 ",10,SUV,$0 ,0,No,3,14,0,$0 
259950594,0,2-Sep-60,39,0,10,"$100,474 ",No,$0 ,No,F,Bachelors,Blue Collar,Highly Urban/ Urban,43,Commercial,"$36,790 ",5,Van,"$8,539 ",2,No,4,9,0,$0 
538136251,0,27-Nov-55,43,0,12,"$46,915 ",No,$0 ,No,M,High School,Clerical,Highly Urban/ Urban,52,Private,"$11,310 ",1,Pickup,$0 ,0,Yes,1,1,1,$535 
507013806,1,27-Apr-60,39,1,12,"$55,036 ",No,"$187,649 ",Yes,M,High School,Manager,Highly Urban/ Urban,44,Private,"$30,380 ",3,Minivan,"$32,132 ",3,No,1,10,0,$0 
451766449,0,11-Aug-40,59,0,12,"$71,690 ",No,"$228,322 ",Yes,M,Masters,Manager,Highly Urban/ Urban,29,Private,"$22,490 ",6,Van,$0 ,0,No,0,22,0,$0 
555695397,0,8-Aug-71,28,1,11,,No,"$88,733 ",Yes,F,High School,Clerical,Highly Rural/ Rural,55,Private,"$13,430 ",4,SUV,$0 ,0,No,0,10,0,$0 
399867600,0,15-May-52,47,0,11,"$223,259 ",No,"$531,026 ",No,M,PhD,Doctor,Highly Urban/ Urban,36,Private,"$8,570 ",4,Pickup,$0 ,0,No,0,1,0,$0 
393037472,0,11-Jun-50,49,0,6,"$11,069 ",No,$0 ,No,F,<High School,Student,Highly Urban/ Urban,60,Private,"$19,520 ",4,SUV,"$5,954 ",3,No,5,3,1,"$4,351 "
289041210,0,27-Oct-48,51,0,9,"$103,721 ",No,$0 ,No,M,Masters,Lawyer,Highly Urban/ Urban,53,Private,"$14,310 ",3,Minivan,"$3,491 ",3,No,0,13,0,$0 
496910387,0,19-Sep-56,43,3,0,$0 ,No,$0 ,Yes,M,High School,Student,Highly Urban/ Urban,12,Commercial,"$14,740 ",1,Minivan,"$6,840 ",3,No,6,1,0,$0 
230898119,0,30-Apr-57,42,0,11,"$111,682 ",No,$0 ,No,M,<High School,Blue Collar,Highly Urban/ Urban,34,Private,"$14,880 ",6,Minivan,$0 ,0,No,0,5,0,$0 
316703824,0,25-Dec-54,44,0,13,"$40,825 ",No,"$193,319 ",Yes,F,High School,Clerical,Highly Urban/ Urban,23,Private,"$25,570 ",9,SUV,"$1,019 ",2,No,0,1,0,$0 
855884573,2,7-Dec-59,39,2,0,,No,"$99,103 ",Yes,F,High School,Home Maker,Highly Rural/ Rural,46,Private,"$5,400 ",1,SUV,$0 ,0,No,0,1,0,$0 
57270211,0,1-Aug-42,57,0,9,"$26,222 ",No,"$165,896 ",Yes,M,<High School,Clerical,Highly Urban/ Urban,73,Private,"$6,800 ",5,Pickup,$0 ,0,No,0,1,0,$0 
686534779,0,13-Apr-47,52,0,13,"$143,242 ",No,"$364,925 ",No,M,Bachelors,Manager,Highly Urban/ Urban,43,Commercial,"$23,340 ",1,Panel Truck,"$4,749 ",3,No,5,10,0,$0 
950352670,0,17-Dec-47,51,0,12,"$100,205 ",No,$0 ,No,M,Masters,Lawyer,Highly Urban/ Urban,5,Private,"$16,620 ",4,Van,"$32,112 ",1,Yes,6,,0,$0 
866014907,0,24-Mar-49,50,0,14,"$38,666 ",No,"$136,025 ",Yes,M,High School,Professional,Highly Urban/ Urban,70,Private,"$26,030 ",4,Minivan,$0 ,0,No,3,5,0,$0 
793010743,0,28-Oct-54,45,4,15,"$85,727 ",No,"$256,089 ",Yes,F,Masters,Manager,Highly Urban/ Urban,47,Private,"$17,010 ",6,SUV,$0 ,0,No,0,14,0,$0 
867703916,0,8-Mar-53,46,0,12,"$33,576 ",No,"$213,497 ",Yes,F,High School,Clerical,Highly Rural/ Rural,30,Private,"$9,240 ",10,Sports Car,"$4,851 ",2,No,1,,0,$0 
962106250,0,4-Oct-44,55,0,8,"$86,574 ",No,"$323,469 ",Yes,M,Masters,Manager,Highly Urban/ Urban,47,Private,"$17,020 ",3,Van,$0 ,0,No,0,18,1,"$3,367 "
565148583,0,27-Jul-53,46,0,13,"$57,323 ",No,$0 ,No,F,Bachelors,Professional,Highly Urban/ Urban,17,Private,"$11,830 ",1,SUV,"$5,970 ",3,No,0,6,0,$0 
284109169,0,8-Jan-47,52,0,12,"$64,914 ",No,"$236,516 ",Yes,F,Masters,Lawyer,Highly Urban/ Urban,29,Private,"$34,280 ",6,Minivan,$0 ,0,No,5,9,0,$0 
484973833,1,27-Oct-62,37,2,14,"$11,607 ",No,"$132,755 ",Yes,F,<High School,Clerical,Highly Urban/ Urban,11,Private,"$6,360 ",1,Sports Car,"$4,367 ",2,No,0,1,0,$0 
621667668,0,24-Mar-66,33,1,12,"$119,869 ",Yes,$0 ,No,F,<High School,Blue Collar,Highly Urban/ Urban,48,Commercial,"$23,410 ",1,Pickup,"$26,363 ",1,Yes,5,1,1,"$8,535 "
317439005,0,1-May-55,44,1,11,"$48,374 ",No,,Yes,M,High School,Blue Collar,Highly Urban/ Urban,48,Commercial,"$10,740 ",4,Pickup,$0 ,0,Yes,0,8,0,$0 
276708023,0,4-May-53,46,0,14,,No,$0 ,No,F,<High School,Clerical,Highly Rural/ Rural,52,Private,"$8,820 ",1,SUV,$0 ,0,No,0,1,0,$0 
951951164,0,5-Dec-66,32,2,12,"$77,021 ",No,"$196,820 ",Yes,M,Masters,,Highly Urban/ Urban,55,Commercial,"$10,400 ",10,Pickup,$0 ,0,No,1,13,0,$0 
338776264,1,24-Jul-41,58,2,17,"$100,886 ",No,,Yes,F,Bachelors,Professional,Highly Rural/ Rural,29,Private,"$18,740 ",1,SUV,"$5,108 ",1,No,9,,1,"$1,020 "
728106713,0,9-May-48,51,0,12,"$42,326 ",No,"$164,805 ",Yes,F,Masters,Lawyer,Highly Urban/ Urban,11,Private,"$12,660 ",1,Sports Car,$0 ,0,No,1,19,0,$0 
539819143,0,5-Dec-46,52,0,10,"$25,709 ",No,"$128,190 ",No,M,High School,Clerical,Highly Urban/ Urban,22,Commercial,"$10,680 ",4,Pickup,"$28,621 ",1,Yes,1,,1,"$6,835 "
710125256,0,4-Mar-53,46,0,9,"$24,202 ",No,$0 ,No,M,PhD,Lawyer,Highly Urban/ Urban,24,Private,"$17,270 ",13,Van,"$3,475 ",1,No,4,17,1,"$3,776 "
635033439,0,14-Dec-44,54,0,15,"$64,548 ",No,"$251,584 ",Yes,M,<High School,Blue Collar,Highly Urban/ Urban,32,Commercial,"$16,360 ",1,Van,"$26,281 ",1,Yes,3,1,1,"$3,763 "
563884496,0,1-Oct-66,33,2,14,"$36,351 ",No,"$193,200 ",Yes,M,High School,Blue Collar,Highly Urban/ Urban,47,Commercial,"$11,450 ",10,Pickup,"$3,647 ",3,No,3,13,1,"$5,413 "
26285160,0,4-Dec-56,42,0,12,"$73,232 ",No,"$242,645 ",No,M,Bachelors,Professional,Highly Urban/ Urban,36,Private,"$12,970 ",4,Minivan,"$44,835 ",4,Yes,5,10,0,$0 
637531672,0,1-Dec-58,40,0,13,"$54,475 ",No,"$158,491 ",Yes,M,Bachelors,Clerical,Highly Rural/ Rural,37,Private,"$18,170 ",12,Van,$0 ,0,No,0,11,0,$0 
337557903,0,14-Nov-46,53,0,8,"$42,907 ",No,"$159,304 ",No,F,Bachelors,Clerical,Highly Urban/ Urban,30,Private,"$12,380 ",10,SUV,"$9,102 ",3,No,4,9,0,$0 
403993158,2,18-Jan-62,37,3,12,"$40,012 ",No,"$200,016 ",Yes,F,High School,Professional,Highly Urban/ Urban,20,Private,"$9,200 ",7,Minivan,"$3,119 ",2,No,2,1,1,"$3,246 "
595463329,0,31-Jan-46,53,0,10,"$82,824 ",No,"$293,807 ",No,M,Masters,Professional,Highly Urban/ Urban,29,Commercial,"$20,220 ",7,Van,"$5,630 ",1,No,7,1,0,$0 
659742958,0,5-Oct-60,39,0,8,"$30,119 ",No,"$157,162 ",No,F,<High School,Blue Collar,Highly Urban/ Urban,12,Private,"$8,410 ",7,SUV,"$35,909 ",1,Yes,0,5,0,$0 
33602024,0,1-Aug-51,48,0,9,"$47,614 ",No,$0 ,No,F,High School,Home Maker,Highly Rural/ Rural,36,Private,"$24,610 ",6,Pickup,$0 ,0,No,0,9,0,$0 
93868576,0,17-Nov-46,53,0,8,"$86,541 ",No,"$281,982 ",Yes,M,Masters,Manager,Highly Urban/ Urban,17,Commercial,"$6,800 ",1,Pickup,$0 ,0,Yes,1,9,0,$0 
474890603,1,9-Sep-56,43,2,8,"$69,855 ",No,"$231,275 ",Yes,M,Bachelors,Blue Collar,Highly Urban/ Urban,65,Commercial,"$17,430 ",3,Van,$0 ,0,Yes,2,10,0,$0 
230588236,0,18-Apr-64,35,0,9,"$74,781 ",No,$0 ,No,M,Masters,Lawyer,Highly Urban/ Urban,23,Private,"$12,480 ",6,Minivan,$0 ,0,Yes,1,15,0,$0 
989631917,0,21-Dec-54,44,0,0,$0 ,No,$0 ,Yes,M,<High School,Student,Highly Rural/ Rural,74,Private,"$15,580 ",4,Minivan,$0 ,0,No,2,6,0,$0 
684356943,0,10-Feb-64,35,2,14,"$34,235 ",No,"$139,521 ",Yes,M,High School,Clerical,Highly Urban/ Urban,52,Private,"$8,420 ",3,Pickup,$0 ,0,Yes,2,6,1,"$4,618 "
728976743,0,11-May-55,44,2,0,$0 ,Yes,$0 ,No,F,PhD,Doctor,Highly Urban/ Urban,39,Private,"$23,570 ",1,Minivan,"$1,380 ",3,No,3,17,1,"$3,666 "
325809077,1,4-Mar-63,36,2,11,"$132,953 ",No,"$318,007 ",Yes,F,Masters,Manager,Highly Urban/ Urban,42,Private,"$23,840 ",10,Minivan,"$6,808 ",2,No,4,23,0,$0 
795936895,0,3-Oct-32,67,0,5,"$52,955 ",No,"$208,565 ",No,F,PhD,Doctor,Highly Urban/ Urban,28,Private,"$16,990 ",6,SUV,"$7,675 ",2,No,2,19,0,$0 
155240688,0,7-Jan-53,46,0,9,"$177,832 ",No,"$471,670 ",No,M,PhD,Doctor,Highly Urban/ Urban,54,Private,"$25,240 ",3,Minivan,$949 ,2,No,2,14,1,"$3,845 "
386568792,0,11-Nov-51,48,0,14,"$28,408 ",No,"$181,535 ",Yes,F,High School,Home Maker,Highly Urban/ Urban,33,Private,"$14,280 ",7,SUV,$0 ,0,No,3,1,0,$0 
629744379,0,25-Jan-53,46,0,11,"$56,467 ",No,$0 ,No,F,Bachelors,Manager,Highly Urban/ Urban,37,Private,"$12,710 ",4,SUV,$0 ,0,No,0,12,0,$0 
509937039,0,4-Apr-49,50,0,14,"$7,751 ",No,"$140,665 ",Yes,F,Masters,Home Maker,Highly Rural/ Rural,22,Private,"$8,930 ",1,Minivan,$0 ,0,No,2,17,0,$0 
911091980,0,18-Jun-43,56,0,7,"$1,336 ",No,"$108,929 ",No,M,Masters,Manager,Highly Urban/ Urban,28,Private,"$17,350 ",1,Van,$0 ,0,No,0,12,0,$0 
88757083,0,21-Jun-48,51,0,13,"$42,383 ",No,"$185,747 ",Yes,M,Masters,Lawyer,Highly Urban/ Urban,30,Private,"$24,350 ",1,Minivan,$0 ,0,No,0,15,0,$0 
410699921,0,6-May-58,41,0,,"$88,508 ",No,"$231,286 ",Yes,M,Bachelors,Professional,Highly Rural/ Rural,85,Private,"$21,050 ",1,Van,$0 ,0,No,0,9,0,$0 
740230736,0,22-Oct-51,48,0,0,$0 ,No,,Yes,F,Masters,Home Maker,Highly Rural/ Rural,50,Private,"$7,970 ",1,Sports Car,$0 ,0,No,2,20,0,$0 
969801584,1,1-Aug-54,45,1,14,"$26,156 ",No,"$179,165 ",Yes,F,Bachelors,Professional,Highly Urban/ Urban,48,Private,"$11,810 ",1,Minivan,$0 ,0,No,5,10,0,$0 
801260359,0,25-Nov-51,47,0,12,"$40,875 ",No,"$179,476 ",Yes,M,Masters,Professional,Highly Urban/ Urban,64,Private,"$21,800 ",1,Van,"$3,397 ",3,No,4,15,0,$0 
212055004,0,7-Aug-49,50,0,0,$0 ,No,,Yes,M,PhD,Manager,Highly Urban/ Urban,26,Private,"$1,500 ",9,Minivan,"$39,250 ",1,Yes,2,12,0,$0 
499834566,0,7-Mar-67,32,0,12,"$86,380 ",No,,Yes,M,Bachelors,Manager,Highly Urban/ Urban,47,Commercial,"$28,710 ",6,Panel Truck,$0 ,0,No,0,8,0,$0 
656567622,1,29-Dec-55,43,1,13,"$78,288 ",No,"$316,436 ",Yes,M,High School,Professional,Highly Urban/ Urban,31,Private,"$15,380 ",5,Minivan,$0 ,0,No,1,8,1,"$4,475 "
936978233,0,26-Sep-56,43,1,4,"$82,795 ",Yes,$0 ,No,M,Bachelors,Blue Collar,Highly Urban/ Urban,40,Commercial,"$8,460 ",1,Pickup,"$8,844 ",2,No,7,7,1,"$2,707 "
576099599,0,9-Aug-50,49,0,,"$214,180 ",No,$0 ,No,M,Masters,Manager,Highly Urban/ Urban,19,Commercial,"$27,820 ",7,Panel Truck,"$4,872 ",1,No,2,17,0,$0 
443254130,0,16-Apr-49,50,0,10,"$216,924 ",No,$0 ,No,F,PhD,Lawyer,Highly Urban/ Urban,6,Private,"$6,500 ",6,SUV,"$27,369 ",2,Yes,5,12,1,"$7,981 "
327269371,0,11-Dec-59,39,0,0,$0 ,No,"$101,305 ",Yes,F,High School,Home Maker,Highly Urban/ Urban,27,Private,"$6,320 ",1,SUV,$0 ,0,No,4,6,0,$0 
71826861,0,21-Feb-64,35,2,14,"$154,247 ",No,"$387,192 ",Yes,F,Bachelors,Professional,Highly Urban/ Urban,45,Commercial,"$23,940 ",9,Pickup,$0 ,0,No,2,9,0,$0 
767748589,0,30-Mar-52,47,0,10,"$28,600 ",No,$0 ,No,F,Bachelors,Professional,Highly Urban/ Urban,28,Private,"$8,830 ",4,Sports Car,"$31,567 ",2,Yes,3,10,1,"$2,190 "
992927524,2,28-Apr-62,37,3,0,$0 ,No,$0 ,Yes,F,High School,Student,Highly Rural/ Rural,38,Commercial,"$1,500 ",6,SUV,"$17,372 ",3,Yes,4,6,0,$0 
531749900,0,7-Oct-41,58,0,10,"$46,946 ",No,"$247,003 ",No,M,Masters,Lawyer,Highly Urban/ Urban,22,Private,"$16,860 ",6,Van,"$28,158 ",2,Yes,3,13,0,$0 
844097212,1,11-Nov-62,37,3,10,"$28,284 ",No,"$112,574 ",Yes,F,High School,Clerical,Highly Urban/ Urban,49,Private,"$7,810 ",6,Sports Car,$0 ,0,No,0,1,0,$0 
944945563,1,26-Aug-59,40,2,14,,No,"$123,204 ",Yes,M,<High School,Blue Collar,Highly Rural/ Rural,33,Commercial,"$7,530 ",4,Pickup,$0 ,0,Yes,2,1,0,$0 
177579308,0,7-Jul-71,28,1,13,"$28,383 ",No,"$133,622 ",Yes,M,<High School,Clerical,Highly Urban/ Urban,26,Private,"$5,180 ",14,Pickup,$0 ,0,No,1,1,0,$0 
528306130,0,20-Nov-51,47,0,0,$0 ,No,$0 ,No,F,<High School,Student,Highly Urban/ Urban,5,Private,"$1,500 ",6,SUV,"$5,886 ",1,No,0,,1,"$2,222 "
63781530,0,21-Jan-48,51,0,13,"$53,323 ",No,"$233,408 ",Yes,F,Bachelors,Professional,Highly Urban/ Urban,8,Private,"$11,930 ",10,SUV,$0 ,0,No,1,8,0,$0 
956452578,0,27-Oct-63,36,2,12,"$115,701 ",Yes,$0 ,No,M,Bachelors,Manager,Highly Urban/ Urban,37,Private,"$17,070 ",1,Minivan,"$6,297 ",2,No,0,1,0,$0 
38364306,0,20-Oct-51,48,0,11,"$47,354 ",No,"$171,779 ",Yes,F,High School,Clerical,Highly Urban/ Urban,5,Private,"$11,040 ",4,SUV,"$3,901 ",3,No,1,1,0,$0 
823684694,0,25-Jul-54,45,0,9,"$20,188 ",No,$0 ,No,F,<High School,Clerical,Highly Urban/ Urban,38,Private,"$14,200 ",1,SUV,"$1,310 ",1,No,7,6,1,"$4,286 "
277086086,0,13-Dec-51,47,0,11,"$28,808 ",No,$0 ,No,M,High School,Student,Highly Urban/ Urban,6,Commercial,"$8,770 ",1,Minivan,$0 ,0,Yes,4,8,1,"$5,499 "
751270923,0,20-Sep-52,47,0,15,"$44,366 ",No,"$181,082 ",Yes,M,High School,Blue Collar,Highly Urban/ Urban,26,Commercial,"$13,840 ",4,Minivan,$0 ,0,No,0,7,0,$0 
83485213,0,7-Jan-50,49,0,14,"$21,494 ",No,"$145,029 ",Yes,F,<High School,Blue Collar,Highly Rural/ Rural,50,Commercial,"$16,860 ",1,SUV,$0 ,0,No,0,4,0,$0 
592025680,0,13-Aug-50,49,0,12,"$122,433 ",No,$0 ,No,F,<High School,Blue Collar,Highly Urban/ Urban,19,Private,"$19,300 ",5,SUV,"$10,846 ",2,No,5,9,0,$0 
