客户ID,雇员关系,性别,年龄层级,客户状态,是否外国人,开户渠道,省份名称,年收入
1380435,非员工,男,30-45岁,活跃客户,否,KHK,江西,54678.66
1380437,非员工,男,30-45岁,活跃客户,否,KHK,广东,95594.61
1380463,非员工,女,30-45岁,活跃客户,否,KHK,江西,64027.44
1380494,非员工,女,30-45岁,活跃客户,是,KHK,广东,39550.56
1380498,非员工,女,30-45岁,活跃客户,否,KHK,江西,66001.41
1380505,非员工,男,30-45岁,活跃客户,否,KHK,广东,86041.56
1380507,非员工,女,30-45岁,活跃客户,否,KHL,广东,71991.06
1380522,非员工,女,18-30岁,活跃客户,否,KHK,广东,67715.06999999999
1380523,非员工,男,30-45岁,活跃客户,否,KHK,广东,67715.06999999999
1380530,非员工,女,30-45岁,活跃客户,否,KHK,广东,191211.09
1380531,非员工,女,30-45岁,活跃客户,否,KHK,广东,74182.35
1380547,非员工,男,30-45岁,活跃客户,否,KHK,广东,191211.09
1380549,非员工,男,30-45岁,活跃客户,否,KHK,江西,60136.17
1380554,非员工,男,45-60岁,活跃客户,否,KHK,海南,115058.61000000002
1380557,非员工,女,60-75岁,活跃客户,否,KHK,广东,120218.37
1380563,非员工,女,45-60岁,活跃客户,否,KHK,广东,115466.19
1380590,非员工,男,60-75岁,活跃客户,否,KHK,江西,290627.79
1380596,非员工,女,30-45岁,活跃客户,否,KHL,海南,66465.6
1380599,非员工,男,60-75岁,活跃客户,否,KHL,四川,77458.44
1380627,非员工,男,30-45岁,活跃客户,否,KHK,陕西,72762.95999999999
1380639,非员工,男,60-75岁,活跃客户,否,KHK,陕西,176879.34
1380671,非员工,女,18-30岁,活跃客户,否,KHK,江西,91244.61
1380737,非员工,女,30-45岁,活跃客户,否,KAT,江西,122499.21
1380741,非员工,女,30-45岁,活跃客户,是,KHL,海南,30475.92
1380772,非员工,女,30-45岁,活跃客户,否,KHK,广东,286555.77
1380785,非员工,女,18-30岁,活跃客户,否,KHK,四川,391900.17
1380793,非员工,男,60-75岁,活跃客户,否,KHK,四川,105634.53
1380803,非员工,女,60-75岁,活跃客户,否,KHL,江西,61262.34
1380805,非员工,女,18-30岁,活跃客户,是,KHL,广东,204687.6
1380842,非员工,女,18-30岁,活跃客户,否,KHK,江西,53784.78
1380845,非员工,女,30-45岁,活跃客户,是,KHK,江西,53871.51
1380846,非员工,女,30-45岁,活跃客户,否,KHK,江西,110349.6
1380848,非员工,女,45-60岁,活跃客户,否,KHK,陕西,106786.38
1380863,非员工,女,30-45岁,活跃客户,否,KHK,广东,126219.78
1380872,非员工,男,45-60岁,活跃客户,否,KHK,海南,81253.83
1380873,非员工,男,60-75岁,活跃客户,否,KHK,四川,205239.66
1380875,非员工,男,18-30岁,活跃客户,是,KHK,广东,90232.41
1380880,非员工,女,45-60岁,活跃客户,否,KFC,广东,32799.81
1380887,非员工,男,30-45岁,活跃客户,否,KHK,江西,87875.54999999999
1380893,非员工,女,30-45岁,活跃客户,否,KHK,江西,80953.23
1380895,非员工,女,30-45岁,活跃客户,否,KHL,广东,70499.34
1380897,非员工,男,30-45岁,活跃客户,否,KHK,江西,74244.66
1380909,非员工,女,45-60岁,活跃客户,否,KHL,海南,61798.29
1380935,非员工,男,30-45岁,活跃客户,否,KHK,江西,34225.08
1380939,非员工,女,45-60岁,活跃客户,否,KHK,广东,173228.88
1380945,非员工,男,30-45岁,活跃客户,否,KHL,江西,36260.52
1380951,非员工,女,18-30岁,活跃客户,否,KHK,广东,153680.01
1380980,非员工,女,30-45岁,活跃客户,否,KHK,广东,135415.77
1381012,非员工,女,75岁以上,活跃客户,否,KHL,江西,67275.95999999999
1381087,非员工,女,30-45岁,活跃客户,是,KHK,广东,233509.8
1381097,非员工,男,45-60岁,活跃客户,否,KHK,广东,81208.95000000001
1381148,非员工,男,30-45岁,活跃客户,否,KHK,江西,104927.91
1381169,非员工,女,18-30岁,活跃客户,否,KHK,陕西,118126.44
1381219,非员工,男,30-45岁,活跃客户,否,KHK,广东,71448.63
1381221,非员工,男,18-30岁,活跃客户,否,KHK,江西,55606.29
1381241,非员工,女,60-75岁,活跃客户,否,KHK,江西,90120.36
1381244,非员工,男,18-30岁,活跃客户,否,KHK,陕西,79746.12
1381245,非员工,男,30-45岁,活跃客户,否,KHK,海南,95397.45
1381250,非员工,男,30-45岁,活跃客户,否,KHK,广东,179616.15000000005
1381254,非员工,男,45-60岁,活跃客户,否,KHK,陕西,65159.46
1381268,非员工,女,30-45岁,活跃客户,否,KHK,陕西,120373.05
1381279,非员工,女,45-60岁,活跃客户,否,KHK,广东,74678.22
1381284,非员工,男,45-60岁,活跃客户,否,KHK,广东,74678.22
1381334,非员工,男,18-30岁,活跃客户,否,KHK,江西,26575.47
1381351,非员工,男,45-60岁,活跃客户,否,KHK,广东,106574.49
1381371,非员工,男,45-60岁,活跃客户,否,KHK,广东,45551.67
1381376,非员工,女,30-45岁,活跃客户,否,KHK,广东,41318.46
1381423,非员工,男,30-45岁,活跃客户,否,KHK,广东,57233.25
1381434,非员工,女,45-60岁,活跃客户,否,KHK,陕西,143928.18
1381440,非员工,女,45-60岁,活跃客户,否,KHK,陕西,103524.03
1381450,非员工,男,18-30岁,活跃客户,否,KHK,广东,74706.24
1381479,非员工,男,30-45岁,活跃客户,否,KHL,江西,95567.85
1381489,非员工,女,45-60岁,活跃客户,是,KHL,广东,90710.91
1381521,非员工,男,18-30岁,活跃客户,否,KHL,海南,26338.02
1381628,非员工,女,60-75岁,活跃客户,否,KHK,四川,163217.31
1381634,非员工,女,30-45岁,活跃客户,否,KHK,江西,95119.8
1381644,非员工,女,60-75岁,活跃客户,否,KHK,江西,135704.09999999998
1381654,非员工,女,30-45岁,活跃客户,否,KHL,广东,37691.16
1381674,非员工,男,45-60岁,活跃客户,否,KHK,陕西,154616.46
1381728,非员工,女,45-60岁,活跃客户,是,KHK,江西,96197.76
1381735,非员工,男,30-45岁,活跃客户,否,KHL,江西,67256.16
1381736,非员工,女,30-45岁,活跃客户,否,KHK,广东,61700.19
1381742,非员工,男,30-45岁,活跃客户,否,KHK,广东,41343.75
1381753,非员工,女,30-45岁,活跃客户,否,KHK,广东,181319.7
1381772,非员工,女,45-60岁,活跃客户,否,KHL,陕西,36453.39
1381785,非员工,女,60-75岁,活跃客户,否,KHK,广东,188381.43
1381796,非员工,女,30-45岁,活跃客户,否,KHF,广东,83081.01
1381803,非员工,女,30-45岁,活跃客户,否,KHL,海南,81443.45999999999
1381804,非员工,男,30-45岁,活跃客户,否,KHK,海南,173734.59
1381807,非员工,男,45-60岁,活跃客户,否,KHK,江西,64214.46
1381814,非员工,女,45-60岁,活跃客户,否,KHK,江西,64214.46
1381852,非员工,女,30-45岁,活跃客户,否,KHK,江西,79303.31999999999
1381917,非员工,女,45-60岁,活跃客户,否,KAT,江西,33420.3
1381932,非员工,女,45-60岁,活跃客户,否,KHK,陕西,100894.8
1381952,非员工,男,30-45岁,活跃客户,否,KHK,陕西,175132.38
1381974,非员工,男,45-60岁,活跃客户,否,KHK,陕西,74423.37
1381987,非员工,女,30-45岁,活跃客户,否,KHK,陕西,70852.11
1382040,非员工,男,30-45岁,活跃客户,否,KHK,广东,133240.56
1382053,非员工,男,45-60岁,活跃客户,否,KHK,广东,93997.17
1382103,非员工,男,45-60岁,活跃客户,否,KHK,江西,91090.74
1382108,非员工,女,75岁以上,活跃客户,否,KHK,江西,152848.95
1382113,非员工,男,30-45岁,活跃客户,否,KHL,广东,108148.02
1382168,非员工,男,30-45岁,活跃客户,否,KHK,江西,95431.68
1382169,非员工,女,30-45岁,活跃客户,否,KHK,广东,143559.59999999998
1382195,非员工,男,18-30岁,活跃客户,否,KHK,广东,109652.91
1382196,非员工,女,18-30岁,活跃客户,否,KHL,广东,51948.36
1382208,非员工,男,18-30岁,活跃客户,否,KHK,广东,126815.97
1382217,非员工,男,30-45岁,活跃客户,是,KHK,广东,122359.62
1382230,非员工,女,30-45岁,活跃客户,否,KHK,江西,98088.45
1382298,非员工,女,60-75岁,活跃客户,否,KHK,江西,84029.97
1382313,非员工,男,30-45岁,活跃客户,否,KHL,江西,35612.25
1382342,非员工,女,18-30岁,活跃客户,否,KHF,广东,136164.0
1382346,非员工,女,30-45岁,活跃客户,否,KHL,陕西,120096.18
1382381,非员工,男,30-45岁,活跃客户,是,KHK,广东,204169.26
1382407,非员工,男,30-45岁,活跃客户,否,KHK,广东,53936.37
1382409,非员工,女,18-30岁,活跃客户,否,KHK,广东,113464.95
1382411,非员工,男,30-45岁,活跃客户,否,KHK,广东,56495.81999999999
1382424,非员工,男,60-75岁,活跃客户,否,KHL,广东,95323.11
1382437,非员工,女,30-45岁,活跃客户,否,KHK,广东,79042.77
1382438,非员工,女,30-45岁,活跃客户,否,KHL,海南,130457.97
1382539,非员工,男,45-60岁,活跃客户,否,KHL,江西,137358.03
1382551,非员工,男,45-60岁,活跃客户,否,KFC,广东,37879.41
1382560,非员工,男,18-30岁,活跃客户,否,KAT,陕西,100513.95
1382561,非员工,男,30-45岁,活跃客户,否,KHL,广东,83958.15
1382576,非员工,男,30-45岁,活跃客户,否,KHL,江西,79288.86
1382588,非员工,男,18-30岁,活跃客户,否,KHK,广东,63837.84
1382598,非员工,男,30-45岁,活跃客户,否,KHK,江西,100201.08
1382651,非员工,女,45-60岁,活跃客户,否,KHK,海南,69028.5
1382653,非员工,男,60-75岁,活跃客户,否,KHK,四川,38877.0
1382668,非员工,男,18-30岁,活跃客户,否,KHK,江西,80394.42
1382680,非员工,女,30-45岁,活跃客户,否,KHK,陕西,64007.04
1382702,非员工,男,45-60岁,活跃客户,否,KHK,江西,498304.14
1382717,非员工,男,30-45岁,活跃客户,否,KHK,陕西,90148.17
1382733,非员工,女,30-45岁,活跃客户,否,KHK,广东,116040.87
1382764,非员工,女,45-60岁,活跃客户,否,KHK,广东,162368.43
1382785,非员工,男,30-45岁,活跃客户,否,KHK,陕西,118651.05
1382870,非员工,男,30-45岁,活跃客户,否,KHL,江西,120619.02
1382871,非员工,女,60-75岁,活跃客户,否,KAT,江西,120619.02
1382909,非员工,女,30-45岁,活跃客户,否,KHK,江西,45945.87
1382950,非员工,女,75岁以上,活跃客户,否,KHL,江西,147829.41
1382974,非员工,男,45-60岁,活跃客户,否,KHK,广东,155402.79
1382990,非员工,女,30-45岁,活跃客户,否,KHL,江西,52436.85000000001
1383001,非员工,男,30-45岁,活跃客户,否,KHK,江西,82781.54999999999
1383018,非员工,女,30-45岁,活跃客户,否,KHK,陕西,117519.69
1383047,非员工,男,18-30岁,活跃客户,否,KHK,广东,155238.38999999998
1383052,非员工,男,30-45岁,活跃客户,否,KHK,陕西,47007.15
1383057,非员工,男,18-30岁,活跃客户,否,KHK,广东,144308.7
1383065,非员工,男,45-60岁,活跃客户,否,KHK,广东,86273.81999999999
1383087,非员工,男,30-45岁,活跃客户,否,KHK,江西,137295.41999999998
1383106,非员工,男,30-45岁,活跃客户,否,KHK,江西,159364.53
1383141,非员工,男,30-45岁,活跃客户,否,KHL,海南,61030.68000000001
1383148,非员工,男,45-60岁,活跃客户,否,KHK,广东,98011.59
1383171,非员工,男,30-45岁,活跃客户,否,KFC,广东,61215.09
1383264,非员工,男,18-30岁,活跃客户,否,KHK,广东,79863.78
1383265,非员工,女,45-60岁,活跃客户,否,KHL,广东,84431.01
1383270,非员工,男,30-45岁,活跃客户,否,KHK,广东,60112.29
1383281,非员工,女,18-30岁,活跃客户,否,KHK,广东,114188.88
1383307,非员工,女,18-30岁,活跃客户,否,KHK,海南,88402.47
1383310,非员工,女,30-45岁,活跃客户,否,KHK,陕西,100513.95
1383336,非员工,男,30-45岁,活跃客户,否,KHK,江西,42759.33
1383365,非员工,男,30-45岁,活跃客户,否,KHK,广东,192180.66
1383366,非员工,男,30-45岁,活跃客户,否,KHK,广东,185481.93
1383429,非员工,男,30-45岁,活跃客户,否,KHK,江西,255240.57
1383535,非员工,女,60-75岁,活跃客户,否,KHK,四川,44434.77
1383603,非员工,男,45-60岁,活跃客户,否,KHL,广东,115179.38999999998
1383633,非员工,男,30-45岁,活跃客户,否,KHL,陕西,120786.45
1383645,非员工,男,30-45岁,活跃客户,否,KHK,江西,122459.49
1383648,非员工,男,18-30岁,活跃客户,否,KHL,陕西,186971.1
1383658,非员工,男,30-45岁,活跃客户,是,KHL,江西,345067.47000000003
1383665,非员工,女,30-45岁,活跃客户,否,KHK,江西,54196.71
1383711,非员工,女,30-45岁,活跃客户,否,KHK,广东,176836.47
1383713,非员工,男,30-45岁,活跃客户,否,KHL,海南,98057.49
1383740,非员工,女,30-45岁,活跃客户,是,KHK,江西,96699.48
1383770,非员工,女,30-45岁,活跃客户,否,KHK,江西,96065.25
1383799,非员工,女,45-60岁,活跃客户,否,KHL,江西,177815.63999999996
1383802,非员工,女,18-30岁,活跃客户,否,KHK,江西,60586.8
1383856,非员工,男,45-60岁,活跃客户,否,KHK,陕西,81289.41
1383861,非员工,男,60-75岁,活跃客户,否,KHK,四川,39561.03
1383943,非员工,男,30-45岁,活跃客户,否,KHK,陕西,65342.4
1383966,非员工,男,45-60岁,活跃客户,否,KFC,江西,44283.24
1383999,非员工,男,18-30岁,活跃客户,否,KHK,江西,57397.44
1384027,非员工,男,45-60岁,活跃客户,否,KHK,广东,108518.49
1384108,非员工,男,18-30岁,活跃客户,否,KHK,江西,184825.11
1384134,非员工,男,30-45岁,活跃客户,否,KHK,陕西,116019.09
1384160,非员工,女,30-45岁,活跃客户,否,KHL,江西,39275.43
1384166,非员工,男,18-30岁,活跃客户,否,KHL,江西,53021.16
1384177,非员工,男,60-75岁,活跃客户,否,KHL,四川,89191.53
1384181,非员工,女,45-60岁,活跃客户,否,KHK,陕西,98050.32
1384191,非员工,女,30-45岁,活跃客户,否,KHL,江西,49904.76
1384222,非员工,男,18-30岁,活跃客户,否,KHL,江西,68818.5
1384227,非员工,男,30-45岁,活跃客户,否,KHK,江西,52374.45
1384254,非员工,男,45-60岁,活跃客户,否,KHL,陕西,75015.51
1384268,非员工,男,30-45岁,活跃客户,否,KHK,江西,75898.53
1384325,非员工,女,75岁以上,活跃客户,否,KHK,广东,81186.87
1384336,非员工,女,18-30岁,活跃客户,否,KHE,广东,179270.19
1384356,非员工,女,30-45岁,活跃客户,否,KHL,陕西,100209.6
1384370,非员工,男,30-45岁,活跃客户,否,KHL,江西,25354.47
1384393,非员工,女,30-45岁,活跃客户,否,KHK,广东,94542.84
1384445,非员工,女,18-30岁,活跃客户,是,KHF,广东,181919.58
1384477,非员工,女,30-45岁,活跃客户,否,KHL,广东,191449.29
1384528,非员工,女,30-45岁,活跃客户,否,KHL,海南,59380.26
1384547,非员工,男,30-45岁,活跃客户,否,KHK,广东,83291.04000000001
1384548,非员工,男,45-60岁,活跃客户,否,KHL,广东,140450.31
1384552,非员工,男,45-60岁,活跃客户,是,KHK,广东,120984.96
1384563,非员工,男,30-45岁,活跃客户,否,KHL,江西,65292.03
1384564,非员工,男,30-45岁,活跃客户,否,KHK,陕西,112663.98
1384659,非员工,女,30-45岁,活跃客户,是,KHL,陕西,86886.45000000001
1384668,非员工,女,30-45岁,活跃客户,否,KHK,江西,29248.050000000007
1384682,非员工,女,45-60岁,活跃客户,否,KHK,江西,39096.18
1384695,非员工,男,45-60岁,活跃客户,是,KHK,广东,54250.86
1384705,非员工,女,45-60岁,活跃客户,是,KHL,江西,70837.14
1384729,非员工,女,45-60岁,活跃客户,否,KHK,广东,151420.13999999998
1384733,非员工,男,30-45岁,活跃客户,否,KHL,广东,54642.18000000001
1384748,非员工,女,18-30岁,活跃客户,否,KHK,江西,59691.99000000001
1384774,非员工,男,18-30岁,活跃客户,否,KHK,广东,122143.32
1384787,非员工,男,18-30岁,活跃客户,是,KHK,江西,59327.81999999999
1384794,非员工,女,30-45岁,活跃客户,否,KHL,广东,137598.69
1384858,非员工,女,18-30岁,活跃客户,否,KHL,广东,118168.11000000002
1384908,非员工,男,30-45岁,活跃客户,否,KHK,广东,77195.4
1384930,非员工,男,30-45岁,活跃客户,是,KHL,江西,72194.19
1384945,非员工,女,30-45岁,活跃客户,否,KHL,广东,134051.31
1385020,非员工,男,30-45岁,活跃客户,是,KHK,广东,84658.23
1385022,非员工,男,45-60岁,活跃客户,否,KHK,江西,157906.23
1385125,非员工,男,18-30岁,活跃客户,否,KHK,广东,60743.76
1385150,非员工,女,18-30岁,活跃客户,否,KHK,广东,65514.45
1385151,非员工,男,30-45岁,活跃客户,否,KHK,广东,132788.34
1385157,非员工,男,18-30岁,活跃客户,否,KFC,海南,64027.59
1385161,非员工,男,45-60岁,活跃客户,否,KHK,广东,112502.97
1385169,非员工,女,30-45岁,活跃客户,否,KHK,江西,147107.61000000002
1385170,非员工,女,60-75岁,活跃客户,否,KHK,江西,117720.33
1385178,非员工,男,30-45岁,活跃客户,否,KHK,江西,76493.43000000001
1385221,非员工,女,18-30岁,活跃客户,否,KHF,广东,144712.32
1385253,非员工,女,30-45岁,活跃客户,否,KAT,江西,60715.59
1385288,非员工,男,18-30岁,活跃客户,否,KHK,海南,94712.25
1385303,非员工,男,18-30岁,活跃客户,否,KHK,江西,39371.91
1385326,非员工,男,30-45岁,活跃客户,否,KHK,江西,81499.86
1385340,非员工,男,18-30岁,活跃客户,否,KHK,广东,46534.47
1385362,非员工,男,30-45岁,活跃客户,否,KHK,江西,88461.81
1385377,非员工,女,45-60岁,活跃客户,否,KHK,陕西,103708.47
1385467,非员工,男,30-45岁,活跃客户,否,KHK,广东,123546.57
1385517,非员工,男,30-45岁,活跃客户,否,KHK,陕西,113788.44
1385554,非员工,女,45-60岁,活跃客户,否,KHL,海南,128703.38999999998
1385580,非员工,男,45-60岁,活跃客户,否,KHK,江西,77764.59
1385611,非员工,男,18-30岁,活跃客户,否,KHK,江西,73151.94
1385617,非员工,女,30-45岁,活跃客户,否,KHK,海南,44812.05
1385637,非员工,男,45-60岁,活跃客户,否,KHL,海南,54299.22
1385680,非员工,女,18-30岁,活跃客户,是,KHF,广东,125741.76
1385725,非员工,男,18-30岁,活跃客户,否,KHL,江西,61111.41
1385731,非员工,男,45-60岁,活跃客户,否,KHK,广东,67189.89
1385733,非员工,男,18-30岁,活跃客户,否,KHK,江西,50583.60000000001
1385741,非员工,女,30-45岁,活跃客户,否,KHK,广东,110260.08
1385795,非员工,男,30-45岁,活跃客户,否,KHK,广东,181502.28
1385796,非员工,女,18-30岁,活跃客户,否,KHK,江西,55037.81999999999
1385797,非员工,男,30-45岁,活跃客户,否,KHK,江西,48960.60000000001
1385841,非员工,女,75岁以上,活跃客户,否,KHK,江西,62825.52
1385852,非员工,女,30-45岁,活跃客户,是,KHK,江西,31312.41
1385866,非员工,女,30-45岁,活跃客户,否,KHL,江西,104570.28
1385877,非员工,女,18-30岁,活跃客户,是,KHL,江西,75339.39
1385914,非员工,男,45-60岁,活跃客户,否,KHK,江西,60360.93000000001
1385917,非员工,女,45-60岁,活跃客户,否,KHK,广东,56160.0
1385939,非员工,男,18-30岁,活跃客户,否,KHK,广东,131538.51
1385962,非员工,男,30-45岁,活跃客户,是,KHL,广东,187987.95
1386001,非员工,男,45-60岁,活跃客户,否,KHK,广东,85206.93000000001
1386008,非员工,男,18-30岁,活跃客户,否,KAT,广东,149423.61000000002
1386054,非员工,男,45-60岁,活跃客户,否,KHL,江西,76177.89
1386103,非员工,男,30-45岁,活跃客户,否,KHL,江西,233070.96
1386110,非员工,男,30-45岁,活跃客户,是,KHF,广东,44769.12
1386112,非员工,男,45-60岁,活跃客户,否,KHL,海南,51583.11
1386127,非员工,女,18-30岁,活跃客户,否,KHL,广东,150150.21
1386165,非员工,女,30-45岁,活跃客户,否,KHL,江西,80743.23
1386242,非员工,男,45-60岁,活跃客户,否,KHK,江西,17647.86
1386246,非员工,女,30-45岁,活跃客户,否,KHL,江西,53150.88
1386253,非员工,女,30-45岁,活跃客户,否,KHK,陕西,128946.27
1386254,非员工,男,30-45岁,活跃客户,否,KHL,陕西,49040.37
1386257,非员工,男,30-45岁,活跃客户,否,KHK,江西,53740.2
1386261,非员工,男,60-75岁,活跃客户,否,KHL,广东,100257.93
1386266,非员工,女,30-45岁,活跃客户,否,KHF,广东,110530.71
1386275,非员工,男,18-30岁,活跃客户,否,KHK,陕西,72093.33
1386353,非员工,男,30-45岁,活跃客户,否,KHK,江西,72331.98
1386373,非员工,男,45-60岁,活跃客户,否,KHK,江西,77706.0
1386413,非员工,女,18-30岁,活跃客户,是,KHK,广东,143478.51
1386424,非员工,女,30-45岁,活跃客户,否,KHF,广东,216879.03
1386426,非员工,男,30-45岁,活跃客户,否,KHL,江西,80635.47
1386427,非员工,女,18-30岁,活跃客户,否,KHF,广东,117668.13
1386464,非员工,女,18-30岁,活跃客户,否,KHF,广东,144684.90000000002
1386502,非员工,女,60-75岁,活跃客户,否,KHK,四川,93019.38
1386660,非员工,男,30-45岁,活跃客户,否,KHK,广东,246582.9
1386665,非员工,男,30-45岁,活跃客户,否,KHK,陕西,161472.81
1386678,非员工,女,75岁以上,活跃客户,否,KHK,广东,75998.67
1386679,非员工,男,45-60岁,活跃客户,否,KHK,广东,41983.2
1386685,非员工,男,18-30岁,活跃客户,否,KHK,广东,89752.26
1386696,非员工,女,45-60岁,活跃客户,否,KHK,江西,46689.36
1386724,非员工,男,45-60岁,活跃客户,否,KHK,广东,92822.04
1386743,非员工,女,30-45岁,活跃客户,否,KHK,广东,54216.84
1386768,非员工,女,30-45岁,活跃客户,是,KHK,广东,213950.76
1386769,非员工,男,45-60岁,活跃客户,否,KHL,江西,55980.39
1386771,非员工,男,30-45岁,活跃客户,是,KHL,广东,66262.98
1386847,非员工,男,45-60岁,活跃客户,否,KHK,江西,62614.29
1386849,非员工,男,45-60岁,活跃客户,是,KHF,广东,241545.15
1386869,非员工,男,30-45岁,活跃客户,否,KHL,陕西,64335.54
1386915,非员工,男,30-45岁,活跃客户,否,KHK,江西,154647.90000000002
1386968,非员工,男,30-45岁,活跃客户,否,KHK,陕西,41579.19
1386996,非员工,男,30-45岁,活跃客户,否,KHK,陕西,99048.72
1386997,非员工,男,30-45岁,活跃客户,否,KHK,陕西,117033.81
1387002,非员工,女,45-60岁,活跃客户,否,KHK,江西,22815.03
1387023,非员工,男,18-30岁,活跃客户,否,KHK,陕西,77062.62
1387028,非员工,男,18-30岁,活跃客户,否,KHL,广东,85734.51
1387029,非员工,女,45-60岁,活跃客户,否,KHF,广东,108933.99
1387044,非员工,女,75岁以上,活跃客户,否,KHL,广东,78308.49
1387048,非员工,男,30-45岁,活跃客户,否,KHK,江西,28524.96
1387051,非员工,男,18-30岁,活跃客户,否,KHK,广东,43620.87
1387071,非员工,男,45-60岁,活跃客户,是,KHK,广东,352759.53
1387094,非员工,男,45-60岁,活跃客户,否,KHK,广东,144884.31
1387109,非员工,男,18-30岁,活跃客户,否,KHK,广东,124492.41
1387113,非员工,男,30-45岁,活跃客户,否,KHK,江西,76127.13
1387142,非员工,男,18-30岁,活跃客户,否,KHK,广东,194015.76
1387143,非员工,男,18-30岁,活跃客户,否,KHK,广东,159685.05
1387191,非员工,女,30-45岁,活跃客户,否,KHK,陕西,125504.04
1387210,非员工,女,45-60岁,活跃客户,否,KHL,江西,98624.37
1387214,非员工,男,30-45岁,活跃客户,否,KHL,广东,51289.74000000001
1387226,非员工,女,30-45岁,活跃客户,否,KHK,广东,41425.2
1387231,非员工,男,30-45岁,活跃客户,否,KHK,江西,109959.24
1387248,非员工,男,45-60岁,活跃客户,否,KFA,江西,73349.43000000001
1387268,非员工,女,30-45岁,活跃客户,否,KHL,广东,61933.65
1387292,非员工,女,60-75岁,活跃客户,否,KHL,四川,64837.89
1387308,非员工,女,30-45岁,活跃客户,否,KHL,江西,61121.28
1387369,非员工,男,30-45岁,活跃客户,否,KHL,江西,22257.87
1387371,非员工,女,45-60岁,活跃客户,否,KHL,广东,165245.52
1387408,非员工,男,45-60岁,活跃客户,否,KHL,江西,54013.26
1387435,非员工,女,30-45岁,活跃客户,否,KHL,江西,22257.87
1387450,非员工,女,18-30岁,活跃客户,是,KFC,广东,53588.13
1387453,非员工,女,18-30岁,活跃客户,否,KHF,广东,151836.41999999998
1387455,非员工,女,18-30岁,活跃客户,否,KHF,广东,126569.34
1387457,非员工,女,18-30岁,活跃客户,否,KHF,广东,138061.13999999998
1387466,非员工,女,30-45岁,活跃客户,否,KHK,江西,27221.7
1387523,非员工,男,18-30岁,活跃客户,否,KHK,广东,90960.54
1387544,非员工,女,30-45岁,活跃客户,否,KHK,陕西,52419.18000000001
1387548,非员工,女,30-45岁,活跃客户,否,KHK,陕西,178217.37
1387564,非员工,男,45-60岁,活跃客户,否,KHK,海南,68552.49
1387590,非员工,男,45-60岁,活跃客户,否,KHK,江西,50228.43000000001
1387606,非员工,女,45-60岁,活跃客户,否,KHL,江西,77031.12
1387611,非员工,女,45-60岁,活跃客户,否,KHL,广东,66232.35
1387623,非员工,男,30-45岁,活跃客户,否,KHK,广东,178616.52
1387628,非员工,男,45-60岁,活跃客户,否,KHK,江西,232321.89
1387662,非员工,女,18-30岁,活跃客户,否,KHF,广东,115655.73
1387705,非员工,女,45-60岁,活跃客户,否,KHK,广东,119744.97
1387715,非员工,女,75岁以上,活跃客户,否,KHL,陕西,101017.83
1387723,非员工,女,60-75岁,活跃客户,否,KHK,江西,67572.48
1387733,非员工,男,30-45岁,活跃客户,否,KHL,广东,65557.92
1387735,非员工,男,45-60岁,活跃客户,否,KHK,广东,97005.06
1387775,非员工,男,30-45岁,活跃客户,否,KHK,陕西,190455.72
1387798,非员工,男,45-60岁,活跃客户,否,KHK,江西,114974.7
1387851,非员工,女,30-45岁,活跃客户,否,KHK,广东,337638.09
1387865,非员工,男,30-45岁,活跃客户,否,KHM,陕西,22605.72
1387869,非员工,女,30-45岁,活跃客户,是,KHK,海南,57887.10000000001
1387884,非员工,女,30-45岁,活跃客户,是,KHL,广东,121765.83
1387901,非员工,男,30-45岁,活跃客户,否,KHK,江西,71965.29000000001
1387950,非员工,女,18-30岁,活跃客户,否,KHK,广东,116625.96
1387962,非员工,男,45-60岁,活跃客户,否,KHK,广东,101260.8
1388003,非员工,女,18-30岁,活跃客户,是,KHO,广东,58125.0
1388031,非员工,女,60-75岁,活跃客户,否,KHL,四川,178655.66999999995
1388044,非员工,男,45-60岁,活跃客户,否,KHK,陕西,81422.1
1388082,非员工,女,30-45岁,活跃客户,否,KHL,广东,104128.08
1388099,非员工,女,45-60岁,活跃客户,是,KHK,江西,143864.22
1388124,非员工,女,60-75岁,活跃客户,否,KHL,四川,42279.39
1388136,非员工,男,30-45岁,活跃客户,否,KHL,广东,56713.35000000001
1388155,非员工,女,30-45岁,活跃客户,是,KHK,广东,107646.69
1388165,非员工,女,18-30岁,活跃客户,否,KHK,陕西,65519.94
1388190,非员工,女,75岁以上,活跃客户,否,KHL,江西,65011.05
1388229,非员工,男,30-45岁,活跃客户,否,KHK,广东,128121.45
1388263,非员工,女,60-75岁,活跃客户,否,KHL,四川,77868.48
1388281,非员工,男,30-45岁,活跃客户,否,KHL,广东,316639.26
1388324,非员工,男,30-45岁,活跃客户,否,KHL,广东,177748.65000000005
1388351,非员工,女,60-75岁,活跃客户,否,KHK,四川,22095.63
1388353,非员工,女,30-45岁,活跃客户,否,KHK,广东,106333.32
1388359,非员工,男,30-45岁,活跃客户,否,KHK,广东,99901.83
1388403,非员工,男,30-45岁,活跃客户,否,KHL,广东,104588.85
1388462,非员工,女,45-60岁,活跃客户,否,KHL,四川,618675.21
1388492,非员工,女,45-60岁,活跃客户,否,KFC,广东,73666.92
1388528,非员工,女,45-60岁,活跃客户,否,KHK,广东,102097.47
1388532,非员工,男,60-75岁,活跃客户,否,KHK,陕西,92244.3
