SK_ID_CURR,CODE_GENDER,DAYS_BIRTH,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_EMPLOYED,OCCUPATION_TYPE,ORGANIZATION_TYPE,AMT_INCOME_TOTAL,CNT_FAM_MEMBERS,CNT_CHILDREN
331208,F,-8659,Secondary / secondary special,Civil marriage,-504,Sales staff,Trade: type 6,180000.0,2.0,0
331235,F,-20564,Higher education,Married,365243,,XNA,135000.0,2.0,0
331247,F,-10663,Secondary / secondary special,Civil marriage,-864,Sales staff,Self-employed,112500.0,2.0,0
331254,M,-20100,Higher education,Separated,-1551,,Business Entity Type 3,225000.0,3.0,2
331263,M,-11149,Secondary / secondary special,Married,-895,Drivers,Self-employed,157500.0,3.0,1
331267,F,-13805,Higher education,Married,-2782,Core staff,Medicine,202500.0,3.0,1
331286,F,-19907,Secondary / secondary special,Married,-11212,Medicine staff,Military,54000.0,2.0,0
331342,F,-15236,Secondary / secondary special,Married,-512,Cooking staff,Business Entity Type 3,135000.0,4.0,2
331352,F,-15233,Secondary / secondary special,Married,-809,,Business Entity Type 1,171000.0,3.0,1
331358,F,-21158,Secondary / secondary special,Married,365243,,XNA,144000.0,2.0,0
331375,M,-13407,Secondary / secondary special,Married,-3024,,Business Entity Type 3,90000.0,4.0,2
331385,F,-21143,Secondary / secondary special,Widow,365243,,XNA,225000.0,1.0,0
331402,M,-22403,Higher education,Married,-6528,Managers,Trade: type 7,315000.0,2.0,0
331404,M,-17197,Secondary / secondary special,Married,-3745,Laborers,Business Entity Type 3,225000.0,3.0,1
331415,M,-13895,Higher education,Married,-1709,Managers,Business Entity Type 3,810000.0,2.0,0
331416,M,-16216,Secondary / secondary special,Married,-2476,Cooking staff,Business Entity Type 3,148500.0,3.0,1
331438,F,-14243,Secondary / secondary special,Married,-7523,Cooking staff,Transport: type 2,90000.0,3.0,1
331457,F,-20515,Higher education,Married,365243,,XNA,315000.0,2.0,0
331462,F,-20053,Higher education,Married,-3422,Accountants,Business Entity Type 2,661500.0,2.0,0
331470,M,-13157,Higher education,Married,-4659,Drivers,Self-employed,157500.0,4.0,2
331485,M,-10029,Secondary / secondary special,Married,-1490,Laborers,Business Entity Type 2,360000.0,2.0,0
331487,F,-11688,Higher education,Married,-1205,Core staff,Medicine,225000.0,2.0,0
331494,F,-19810,Secondary / secondary special,Widow,-2925,Core staff,Government,126000.0,1.0,0
331498,F,-14235,Secondary / secondary special,Married,-2352,Medicine staff,Medicine,112500.0,3.0,1
331503,F,-19660,Higher education,Single / not married,-7831,Managers,Police,405000.0,1.0,0
331532,F,-21088,Secondary / secondary special,Separated,-614,Medicine staff,Medicine,112500.0,1.0,0
331542,F,-17732,Secondary / secondary special,Separated,-891,Core staff,Kindergarten,135000.0,1.0,0
331548,M,-15450,Secondary / secondary special,Married,-1184,,Business Entity Type 2,189000.0,2.0,0
331575,F,-23649,Secondary / secondary special,Married,365243,,XNA,72000.0,2.0,0
331600,F,-16611,Secondary / secondary special,Married,-2648,Sales staff,Trade: type 7,135000.0,3.0,1
331615,F,-10072,Incomplete higher,Single / not married,-748,Sales staff,Self-employed,112500.0,2.0,1
331618,M,-11116,Secondary / secondary special,Married,-2279,Drivers,Trade: type 7,157500.0,2.0,0
331622,M,-15839,Secondary / secondary special,Married,-249,Drivers,Construction,180000.0,2.0,0
331635,F,-11027,Secondary / secondary special,Married,-166,Sales staff,Self-employed,112500.0,3.0,1
331698,F,-12732,Secondary / secondary special,Married,-1082,Core staff,Services,202500.0,3.0,1
331703,F,-16093,Higher education,Married,-1518,,Business Entity Type 3,270000.0,3.0,1
331714,F,-19582,Incomplete higher,Widow,-1811,Cleaning staff,Business Entity Type 2,85500.0,1.0,0
331746,M,-11472,Higher education,Married,-2213,,Self-employed,135000.0,2.0,0
331792,M,-10023,Incomplete higher,Married,-1071,Laborers,Business Entity Type 3,180000.0,3.0,1
331800,M,-21586,Secondary / secondary special,Married,-1292,,Business Entity Type 3,247500.0,2.0,0
331816,M,-20707,Secondary / secondary special,Married,-363,Drivers,Industry: type 9,135000.0,2.0,0
331826,M,-9604,Secondary / secondary special,Single / not married,-467,Drivers,Self-employed,157500.0,1.0,0
331837,F,-14296,Secondary / secondary special,Married,-1699,Laborers,Business Entity Type 3,405000.0,2.0,0
331839,F,-20156,Secondary / secondary special,Single / not married,-1534,Laborers,Business Entity Type 2,157500.0,1.0,0
331842,F,-22667,Secondary / secondary special,Married,365243,,XNA,67500.0,2.0,0
331855,M,-11065,Secondary / secondary special,Separated,-494,Laborers,Other,76500.0,2.0,1
331894,F,-16546,Secondary / secondary special,Married,-2518,Laborers,Other,189000.0,3.0,1
331923,F,-19532,Secondary / secondary special,Widow,365243,,XNA,112500.0,1.0,0
331927,F,-9172,Secondary / secondary special,Married,-2175,Laborers,Business Entity Type 3,81000.0,2.0,0
331936,F,-25039,Secondary / secondary special,Widow,365243,,XNA,157500.0,1.0,0
331953,M,-9069,Incomplete higher,Civil marriage,-888,,Business Entity Type 3,450000.0,2.0,0
331959,F,-23725,Secondary / secondary special,Married,365243,,XNA,76500.0,2.0,0
331960,F,-14926,Higher education,Single / not married,-4152,,Police,135000.0,1.0,0
331967,F,-12253,Secondary / secondary special,Separated,-2417,Managers,Other,540000.0,2.0,1
331969,F,-19253,Secondary / secondary special,Married,-2416,,Business Entity Type 2,130500.0,2.0,0
331984,F,-18236,Higher education,Married,-7890,Managers,Self-employed,81000.0,2.0,0
331989,F,-11910,Higher education,Married,-1872,Secretaries,School,90000.0,2.0,0
331995,M,-17389,Secondary / secondary special,Married,-1466,Managers,Business Entity Type 3,405000.0,2.0,0
331996,M,-17146,Secondary / secondary special,Married,-1052,Managers,Agriculture,450000.0,2.0,0
332005,F,-17821,Secondary / secondary special,Married,-1702,Accountants,Self-employed,112500.0,2.0,0
332015,F,-13545,Secondary / secondary special,Married,-1006,Accountants,Business Entity Type 3,180000.0,4.0,2
332019,F,-12824,Secondary / secondary special,Married,-5117,Laborers,Business Entity Type 1,54000.0,2.0,0
332021,F,-14329,Secondary / secondary special,Married,-5211,Sales staff,Business Entity Type 3,112500.0,3.0,1
332059,F,-14957,Higher education,Married,-3419,,Business Entity Type 3,157500.0,3.0,1
332060,F,-9693,Incomplete higher,Married,-1593,Sales staff,Self-employed,180000.0,4.0,2
332061,M,-11976,Secondary / secondary special,Single / not married,-2867,Laborers,Business Entity Type 3,90000.0,1.0,0
332082,M,-20860,Secondary / secondary special,Married,-13020,Core staff,School,193500.0,2.0,0
332103,F,-10621,Higher education,Married,-473,Core staff,School,202500.0,2.0,0
332124,F,-13465,Secondary / secondary special,Married,-1030,Core staff,Trade: type 7,81000.0,4.0,2
332137,F,-11836,Higher education,Civil marriage,-385,,Self-employed,157500.0,4.0,2
332152,M,-22134,Secondary / secondary special,Separated,365243,,XNA,49500.0,1.0,0
332159,M,-11816,Secondary / secondary special,Married,-663,Security staff,Other,81000.0,3.0,1
332199,F,-18887,Secondary / secondary special,Married,-491,Laborers,Agriculture,90000.0,2.0,0
332202,F,-8166,Incomplete higher,Civil marriage,-758,Sales staff,Other,121500.0,2.0,0
332206,F,-11679,Higher education,Civil marriage,-3709,Core staff,Trade: type 2,135000.0,2.0,0
332209,M,-11519,Secondary / secondary special,Married,-2384,Laborers,Business Entity Type 1,157500.0,3.0,1
332224,M,-11546,Secondary / secondary special,Single / not married,-4132,Managers,Self-employed,126000.0,1.0,0
332254,F,-10794,Higher education,Married,-1334,Accountants,Business Entity Type 3,135000.0,2.0,0
332278,F,-19462,Secondary / secondary special,Separated,-960,Core staff,Kindergarten,202500.0,2.0,1
332286,F,-17418,Secondary / secondary special,Married,-818,Laborers,Construction,135000.0,2.0,0
332308,F,-18424,Secondary / secondary special,Married,-5025,Sales staff,Self-employed,180000.0,2.0,0
332310,F,-10853,Secondary / secondary special,Married,-1171,High skill tech staff,Business Entity Type 3,81000.0,3.0,1
332312,F,-24594,Secondary / secondary special,Widow,365243,,XNA,157500.0,1.0,0
332320,F,-21449,Secondary / secondary special,Separated,365243,,XNA,157500.0,1.0,0
332361,M,-10653,Secondary / secondary special,Married,-487,Drivers,Business Entity Type 3,135000.0,3.0,1
332375,M,-19352,Secondary / secondary special,Married,-11805,,Business Entity Type 2,135000.0,2.0,0
332381,F,-12436,Higher education,Married,-2350,Core staff,Kindergarten,112500.0,4.0,2
332388,M,-12261,Secondary / secondary special,Married,-669,,Business Entity Type 3,180000.0,4.0,2
332419,F,-15672,Secondary / secondary special,Married,-649,Sales staff,Trade: type 3,45000.0,2.0,0
332430,F,-23503,Secondary / secondary special,Widow,365243,,XNA,76500.0,1.0,0
332463,F,-9599,Secondary / secondary special,Civil marriage,-1400,Laborers,Postal,193500.0,2.0,0
332484,F,-22035,Secondary / secondary special,Married,365243,,XNA,292500.0,2.0,0
332498,M,-18025,Higher education,Married,-1957,High skill tech staff,Agriculture,112500.0,3.0,1
332501,M,-13594,Secondary / secondary special,Married,-2625,Laborers,Business Entity Type 3,135000.0,3.0,1
332507,F,-21283,Secondary / secondary special,Married,365243,,XNA,126000.0,2.0,0
332516,M,-11278,Secondary / secondary special,Married,-784,IT staff,Business Entity Type 1,112500.0,4.0,2
332518,F,-11019,Higher education,Single / not married,-2309,,Other,180000.0,3.0,2
332535,M,-15169,Secondary / secondary special,Single / not married,-1258,Laborers,Business Entity Type 2,225000.0,1.0,0
332560,M,-9355,Secondary / secondary special,Single / not married,-1385,Laborers,Other,175500.0,1.0,0
332575,M,-15007,Higher education,Married,-1615,Core staff,Business Entity Type 3,225000.0,2.0,0
332590,M,-10793,Secondary / secondary special,Married,-2377,High skill tech staff,Restaurant,135000.0,2.0,0
332592,F,-16155,Higher education,Married,-4099,Managers,Business Entity Type 2,157500.0,2.0,0
332601,F,-12125,Secondary / secondary special,Civil marriage,-3958,Sales staff,Self-employed,67500.0,2.0,0
332668,F,-12956,Secondary / secondary special,Married,-215,Medicine staff,Business Entity Type 3,157500.0,2.0,0
332690,M,-8688,Secondary / secondary special,Single / not married,-950,Laborers,Other,247500.0,1.0,0
332695,F,-17395,Secondary / secondary special,Single / not married,-607,Core staff,Medicine,180000.0,1.0,0
332696,M,-11109,Secondary / secondary special,Married,-1683,High skill tech staff,Construction,324000.0,3.0,1
332705,F,-15005,Secondary / secondary special,Married,-3599,Laborers,Business Entity Type 1,157500.0,3.0,1
332706,M,-10468,Secondary / secondary special,Married,-3648,Laborers,Government,180000.0,3.0,1
332720,F,-16616,Secondary / secondary special,Married,-1492,Cooking staff,Medicine,180000.0,2.0,0
332735,F,-15041,Secondary / secondary special,Married,-4283,Laborers,Self-employed,112500.0,2.0,0
332757,F,-10666,Secondary / secondary special,Married,-1093,,Business Entity Type 3,135000.0,2.0,0
332799,M,-13213,Higher education,Married,-3018,Laborers,Business Entity Type 2,202500.0,3.0,1
332826,F,-15906,Secondary / secondary special,Civil marriage,-2182,Sales staff,Self-employed,171000.0,2.0,0
332847,F,-8413,Higher education,Single / not married,-765,Accountants,Insurance,135000.0,1.0,0
332852,F,-13664,Secondary / secondary special,Married,-6730,,School,180000.0,4.0,2
332866,F,-16801,Secondary / secondary special,Married,-1217,Sales staff,Self-employed,135000.0,2.0,0
332870,F,-12633,Higher education,Married,-621,Core staff,Bank,90000.0,4.0,2
332892,F,-22109,Secondary / secondary special,Single / not married,-111,Cleaning staff,Business Entity Type 2,112500.0,1.0,0
332908,M,-12231,Secondary / secondary special,Single / not married,-168,Laborers,Business Entity Type 3,99000.0,2.0,1
332925,F,-22198,Secondary / secondary special,Married,-1775,Managers,Trade: type 3,225000.0,2.0,0
332926,M,-17454,Higher education,Married,-1573,Managers,Trade: type 1,135000.0,2.0,0
332927,M,-15684,Secondary / secondary special,Married,-4910,High skill tech staff,Business Entity Type 3,135000.0,2.0,0
332947,F,-18171,Secondary / secondary special,Civil marriage,-1671,,Other,211500.0,2.0,0
332964,F,-16242,Secondary / secondary special,Single / not married,-8579,Sales staff,Business Entity Type 3,81000.0,2.0,1
332965,F,-15023,Secondary / secondary special,Married,-1972,Core staff,Government,90000.0,2.0,0
333024,F,-18674,Secondary / secondary special,Single / not married,-2740,High skill tech staff,Business Entity Type 2,157500.0,1.0,0
333032,F,-22373,Higher education,Married,365243,,XNA,74250.0,2.0,0
333051,M,-11952,Secondary / secondary special,Married,-2686,Drivers,Self-employed,180000.0,3.0,1
333089,F,-21983,Secondary / secondary special,Married,365243,,XNA,67500.0,2.0,0
333091,F,-12505,Higher education,Married,-963,,Business Entity Type 3,225000.0,3.0,1
333121,F,-12422,Higher education,Married,-2030,Drivers,Government,90000.0,2.0,0
333140,F,-15577,Secondary / secondary special,Married,-1276,Laborers,Business Entity Type 3,261000.0,2.0,0
333149,M,-22621,Secondary / secondary special,Married,365243,,XNA,45000.0,2.0,0
333161,M,-9710,Secondary / secondary special,Married,-1491,Security staff,Security,135000.0,2.0,0
333172,F,-20998,Secondary / secondary special,Married,365243,,XNA,180000.0,2.0,0
333203,F,-10340,Secondary / secondary special,Married,-227,Sales staff,Business Entity Type 3,121500.0,3.0,1
333210,M,-13922,Secondary / secondary special,Separated,-2079,Drivers,Self-employed,180000.0,1.0,0
333221,M,-14148,Secondary / secondary special,Married,-4203,Drivers,Government,112500.0,2.0,0
333222,F,-20765,Secondary / secondary special,Single / not married,365243,,XNA,180000.0,1.0,0
333235,M,-15922,Higher education,Married,-1139,Laborers,Business Entity Type 2,202500.0,3.0,1
333248,F,-15432,Secondary / secondary special,Civil marriage,-6403,Core staff,Kindergarten,108000.0,4.0,2
333280,F,-20152,Secondary / secondary special,Married,365243,,XNA,135000.0,2.0,0
333294,F,-13156,Higher education,Married,-1956,Laborers,Self-employed,90000.0,2.0,0
333298,M,-19443,Secondary / secondary special,Civil marriage,-2783,Laborers,Business Entity Type 3,135000.0,2.0,0
333304,F,-16852,Secondary / secondary special,Civil marriage,-804,Laborers,Business Entity Type 3,90000.0,2.0,0
333308,F,-23173,Higher education,Single / not married,365243,,XNA,225000.0,1.0,0
333314,F,-19565,Secondary / secondary special,Married,-5466,,Business Entity Type 3,135000.0,2.0,0
333385,F,-13844,Higher education,Married,-786,Accountants,Business Entity Type 3,94500.0,2.0,0
333407,F,-17045,Secondary / secondary special,Married,-2819,Sales staff,Trade: type 3,103500.0,2.0,0
333417,F,-11341,Secondary / secondary special,Single / not married,-2263,Laborers,Postal,216000.0,3.0,2
333437,F,-11746,Secondary / secondary special,Married,-3597,Laborers,Business Entity Type 3,117000.0,2.0,0
333467,M,-11851,Incomplete higher,Civil marriage,-4177,High skill tech staff,Police,247500.0,3.0,1
333489,F,-18472,Secondary / secondary special,Married,-9898,Managers,Postal,157500.0,2.0,0
333502,F,-11293,Higher education,Married,-4470,Core staff,Postal,67500.0,3.0,1
333542,F,-23326,Secondary / secondary special,Married,365243,,XNA,90000.0,2.0,0
333549,F,-24079,Higher education,Married,365243,,XNA,202500.0,2.0,0
333554,F,-24577,Secondary / secondary special,Married,365243,,XNA,135000.0,2.0,0
333571,F,-18236,Higher education,Married,-857,Core staff,Business Entity Type 1,157500.0,2.0,0
333604,F,-19069,Secondary / secondary special,Single / not married,365243,,XNA,90000.0,1.0,0
333606,M,-17216,Higher education,Single / not married,-3993,Laborers,Transport: type 4,135450.0,1.0,0
333609,M,-11681,Higher education,Married,-1900,Managers,Trade: type 7,248652.0,3.0,1
333626,M,-8907,Secondary / secondary special,Single / not married,-628,Laborers,Business Entity Type 3,157500.0,1.0,0
333627,M,-8353,Secondary / secondary special,Civil marriage,-999,,Self-employed,180000.0,2.0,0
333645,F,-13073,Secondary / secondary special,Married,-513,Core staff,Postal,270000.0,4.0,2
333647,F,-11872,Incomplete higher,Single / not married,-1042,Sales staff,Self-employed,180000.0,1.0,0
333656,F,-15335,Secondary / secondary special,Married,-1106,Core staff,Kindergarten,135000.0,3.0,1
333657,F,-19230,Secondary / secondary special,Married,-12252,,Industry: type 7,157500.0,2.0,0
333671,M,-11869,Secondary / secondary special,Single / not married,-500,Laborers,Business Entity Type 3,157500.0,2.0,1
333691,F,-20484,Secondary / secondary special,Civil marriage,365243,,XNA,135000.0,2.0,0
333694,F,-11359,Higher education,Married,-1191,Laborers,Business Entity Type 3,112500.0,4.0,2
333702,M,-19868,Higher education,Married,-1894,,Business Entity Type 3,315000.0,2.0,0
333735,F,-12738,Secondary / secondary special,Civil marriage,-3548,Laborers,Business Entity Type 3,225000.0,4.0,2
333739,F,-17706,Secondary / secondary special,Married,-1995,Sales staff,Trade: type 7,67500.0,2.0,0
333754,F,-10539,Higher education,Married,-1222,Core staff,Business Entity Type 2,292500.0,3.0,1
333769,F,-24422,Secondary / secondary special,Single / not married,365243,,XNA,112500.0,1.0,0
333800,F,-24535,Higher education,Separated,365243,,XNA,75150.0,1.0,0
333822,F,-16789,Higher education,Married,-2745,,Business Entity Type 3,202500.0,3.0,1
333824,F,-15505,Secondary / secondary special,Single / not married,-1783,Laborers,Self-employed,90000.0,1.0,0
333846,F,-18711,Secondary / secondary special,Married,-242,Sales staff,Self-employed,67500.0,2.0,0
333871,M,-18958,Secondary / secondary special,Married,-880,Managers,Business Entity Type 3,369000.0,3.0,1
333884,F,-12628,Secondary / secondary special,Married,-3487,Cooking staff,Business Entity Type 3,94500.0,4.0,2
333917,F,-9408,Higher education,Married,-266,,Business Entity Type 3,112500.0,2.0,0
333918,F,-7777,Incomplete higher,Single / not married,-187,Core staff,Bank,139500.0,1.0,0
333942,M,-13327,Secondary / secondary special,Married,-3112,,Business Entity Type 3,130500.0,6.0,4
333944,M,-22128,Secondary / secondary special,Married,365243,,XNA,202500.0,2.0,0
334002,M,-10955,Secondary / secondary special,Married,-912,Laborers,Industry: type 9,126000.0,3.0,1
334004,F,-20514,Secondary / secondary special,Single / not married,-1290,Laborers,Other,112500.0,1.0,0
334016,F,-19874,Secondary / secondary special,Married,-4644,,Business Entity Type 3,157500.0,2.0,0
334025,F,-21918,Secondary / secondary special,Separated,-7139,High skill tech staff,Business Entity Type 3,270000.0,1.0,0
334029,M,-8552,Secondary / secondary special,Single / not married,-1033,Laborers,Business Entity Type 2,360000.0,1.0,0
334056,F,-14143,Secondary / secondary special,Married,-1018,Sales staff,Industry: type 3,225000.0,3.0,1
334060,F,-17972,Secondary / secondary special,Married,-5386,Laborers,Business Entity Type 3,337500.0,2.0,0
334071,M,-19511,Secondary / secondary special,Married,-485,Laborers,Business Entity Type 2,67500.0,2.0,0
334095,F,-18472,Secondary / secondary special,Single / not married,-5186,Sales staff,Trade: type 7,157500.0,1.0,0
334100,F,-14532,Secondary / secondary special,Married,-3174,Managers,Business Entity Type 3,157500.0,2.0,0
334113,M,-13187,Higher education,Married,-3147,Managers,Police,234000.0,2.0,0
334143,F,-16691,Secondary / secondary special,Married,-5256,Core staff,Government,180000.0,3.0,1
334153,M,-11331,Incomplete higher,Married,-1808,,Construction,130500.0,3.0,1
334154,F,-18035,Secondary / secondary special,Married,-4202,Sales staff,Self-employed,135000.0,2.0,0
334157,F,-12243,Secondary / secondary special,Civil marriage,-1259,Sales staff,Self-employed,72000.0,2.0,0
334181,M,-10089,Secondary / secondary special,Single / not married,-116,Laborers,Construction,153000.0,1.0,0
334200,F,-21517,Secondary / secondary special,Widow,365243,,XNA,72000.0,1.0,0
334226,M,-9209,Secondary / secondary special,Civil marriage,-710,Managers,Business Entity Type 3,157500.0,2.0,0
334228,F,-21064,Secondary / secondary special,Married,365243,,XNA,49500.0,2.0,0
334249,M,-12253,Secondary / secondary special,Married,-815,Laborers,Industry: type 9,135000.0,4.0,2
334253,F,-10389,Secondary / secondary special,Married,-366,Sales staff,Business Entity Type 3,94500.0,2.0,0
334261,F,-13366,Secondary / secondary special,Single / not married,-647,Sales staff,Trade: type 7,148500.0,1.0,0
334312,F,-13997,Higher education,Separated,-2797,Sales staff,Self-employed,180000.0,2.0,1
334316,M,-11089,Secondary / secondary special,Single / not married,-1905,Sales staff,Self-employed,216000.0,1.0,0
334329,F,-20747,Higher education,Separated,-3256,,Construction,180000.0,1.0,0
334400,F,-15102,Secondary / secondary special,Civil marriage,-692,Laborers,Business Entity Type 3,112500.0,2.0,0
334412,M,-11665,Secondary / secondary special,Married,-2782,Laborers,Self-employed,180000.0,2.0,0
334422,F,-11683,Secondary / secondary special,Married,-737,Core staff,Business Entity Type 3,90000.0,3.0,1
334467,F,-9098,Higher education,Single / not married,-296,Core staff,Bank,157500.0,1.0,0
334473,F,-15434,Secondary / secondary special,Separated,-2607,Security staff,Transport: type 4,202500.0,1.0,0
334499,F,-19571,Higher education,Married,-5396,Managers,Business Entity Type 3,270000.0,2.0,0
334502,M,-12084,Incomplete higher,Married,-2405,Managers,Business Entity Type 3,261000.0,4.0,2
334505,F,-18981,Secondary / secondary special,Married,-1956,High skill tech staff,Government,225000.0,2.0,0
334549,F,-17765,Higher education,Single / not married,-1513,Accountants,Other,121500.0,1.0,0
334550,F,-10057,Higher education,Married,-405,,Business Entity Type 3,157500.0,4.0,2
334553,F,-24214,Secondary / secondary special,Single / not married,365243,,XNA,90000.0,1.0,0
334562,F,-10111,Secondary / secondary special,Married,-1013,Cooking staff,Kindergarten,67500.0,4.0,2
334574,M,-14427,Secondary / secondary special,Civil marriage,-1841,,Self-employed,135000.0,3.0,1
334599,M,-20193,Secondary / secondary special,Married,-6091,Security staff,Business Entity Type 3,135000.0,2.0,0
334639,F,-20984,Secondary / secondary special,Married,365243,,XNA,180000.0,2.0,0
334646,F,-12399,Higher education,Married,-5696,,Other,360000.0,4.0,2
334667,F,-8633,Secondary / secondary special,Single / not married,-687,High skill tech staff,Trade: type 6,112500.0,1.0,0
334669,F,-13496,Secondary / secondary special,Widow,-924,Laborers,Business Entity Type 3,72000.0,3.0,2
334680,M,-13705,Higher education,Married,-6928,,Other,1350000.0,3.0,1
334687,M,-12847,Secondary / secondary special,Single / not married,-1233,Laborers,Business Entity Type 3,94500.0,1.0,0
334691,M,-13162,Secondary / secondary special,Married,-389,Laborers,Industry: type 1,135000.0,4.0,2
334700,F,-14933,Secondary / secondary special,Married,-4076,Laborers,Business Entity Type 3,202500.0,3.0,1
334705,M,-20554,Secondary / secondary special,Married,-143,Drivers,Self-employed,135000.0,2.0,0
334722,F,-22037,Secondary / secondary special,Married,-502,Core staff,Medicine,180000.0,2.0,0
334731,F,-15508,Secondary / secondary special,Single / not married,-1833,Sales staff,Self-employed,126000.0,1.0,0
334734,M,-23708,Secondary / secondary special,Married,365243,,XNA,135000.0,2.0,0
334752,F,-15805,Higher education,Married,-1280,Laborers,School,112500.0,2.0,0
334754,F,-10065,Higher education,Married,-2499,,Business Entity Type 3,198000.0,3.0,1
334795,F,-22023,Secondary / secondary special,Married,365243,,XNA,67500.0,2.0,0
334804,F,-22553,Secondary / secondary special,Single / not married,365243,,XNA,90000.0,1.0,0
334815,F,-15593,Secondary / secondary special,Married,-4662,Managers,Government,180000.0,5.0,3
334826,M,-9054,Secondary / secondary special,Single / not married,-1176,Core staff,School,135000.0,1.0,0
334833,F,-22581,Secondary / secondary special,Married,365243,,XNA,90000.0,2.0,0
334840,M,-12182,Secondary / secondary special,Married,-3593,Laborers,Business Entity Type 3,157500.0,4.0,2
334848,F,-19355,Secondary / secondary special,Single / not married,365243,,XNA,270000.0,1.0,0
334859,F,-15689,Secondary / secondary special,Married,-3119,,Self-employed,135000.0,3.0,1
334865,M,-12051,Secondary / secondary special,Married,-231,Laborers,Self-employed,225000.0,3.0,1
334879,F,-15759,Secondary / secondary special,Married,-1825,Sales staff,Business Entity Type 3,67500.0,3.0,1
334892,F,-12328,Secondary / secondary special,Married,-3792,Laborers,Transport: type 4,202500.0,4.0,2
334895,F,-23706,Secondary / secondary special,Single / not married,365243,,XNA,90000.0,1.0,0
334932,F,-20394,Secondary / secondary special,Married,365243,,XNA,189000.0,2.0,0
334944,F,-11239,Secondary / secondary special,Married,-591,Private service staff,Services,225000.0,2.0,0
334967,F,-10456,Higher education,Married,-830,,Business Entity Type 3,139500.0,2.0,0
334998,M,-13470,Higher education,Married,-3827,Laborers,Business Entity Type 2,135000.0,3.0,1
335006,F,-12859,Secondary / secondary special,Married,-3662,Sales staff,Self-employed,202500.0,6.0,4
335007,M,-21821,Higher education,Separated,-2167,Security staff,Security,234000.0,1.0,0
335018,F,-14776,Higher education,Separated,-265,Accountants,Bank,121500.0,3.0,2
335039,F,-13588,Secondary / secondary special,Married,-459,Laborers,Business Entity Type 3,157500.0,2.0,0
335044,M,-11344,Secondary / secondary special,Single / not married,-1054,Drivers,Business Entity Type 3,135000.0,1.0,0
335057,F,-16914,Higher education,Married,-8756,,Other,193500.0,3.0,1
335076,F,-13658,Secondary / secondary special,Married,-1135,Accountants,Business Entity Type 3,270000.0,2.0,0
335079,M,-13562,Secondary / secondary special,Married,-3941,Laborers,Business Entity Type 1,67500.0,3.0,1
335094,F,-15188,Secondary / secondary special,Married,-3476,,Business Entity Type 3,76500.0,2.0,0
335114,F,-20044,Higher education,Married,-8011,High skill tech staff,Industry: type 9,216000.0,2.0,0
335125,M,-17006,Secondary / secondary special,Married,-4359,Laborers,Business Entity Type 3,148500.0,2.0,0
335133,F,-13413,Secondary / secondary special,Married,-1951,,Business Entity Type 3,157500.0,4.0,2
335173,F,-20696,Secondary / secondary special,Married,365243,,XNA,56700.0,2.0,0
335182,F,-22341,Secondary / secondary special,Widow,365243,,XNA,112500.0,1.0,0
335208,F,-14512,Higher education,Married,-2453,,Cleaning,180000.0,5.0,3
335215,F,-22975,Secondary / secondary special,Widow,365243,,XNA,135000.0,1.0,0
335244,F,-14341,Secondary / secondary special,Married,-867,Sales staff,Trade: type 7,90000.0,2.0,0
335266,F,-16851,Higher education,Married,-550,,Other,270000.0,2.0,0
335267,F,-17931,Secondary / secondary special,Single / not married,-1930,Sales staff,Trade: type 7,157500.0,2.0,1
335270,F,-13080,Secondary / secondary special,Married,-361,Secretaries,Self-employed,135000.0,4.0,2
335284,M,-19583,Higher education,Married,-5034,Managers,Transport: type 4,675000.0,2.0,0
335290,F,-15351,Secondary / secondary special,Married,-1955,Managers,Business Entity Type 3,450000.0,3.0,1
335297,F,-18949,Secondary / secondary special,Married,-7222,,Self-employed,157500.0,2.0,0
335311,M,-13930,Secondary / secondary special,Civil marriage,-263,Drivers,Transport: type 4,103500.0,2.0,0
335317,F,-13730,Higher education,Married,-360,Laborers,Business Entity Type 3,67500.0,2.0,0
335344,F,-14268,Higher education,Married,-215,Accountants,Other,112500.0,4.0,2
335345,M,-13523,Secondary / secondary special,Civil marriage,-3048,Laborers,Business Entity Type 3,180000.0,2.0,0
335358,M,-11250,Secondary / secondary special,Married,-398,Core staff,Trade: type 7,135000.0,3.0,1
335368,F,-8624,Secondary / secondary special,Single / not married,-1220,Cooking staff,Business Entity Type 3,112500.0,1.0,0
335383,F,-19613,Higher education,Single / not married,-12725,Managers,Military,99000.0,1.0,0
335393,F,-16753,Secondary / secondary special,Widow,-175,Laborers,Business Entity Type 3,135000.0,1.0,0
335394,M,-22062,Secondary / secondary special,Married,365243,,XNA,112500.0,2.0,0
335420,F,-11168,Higher education,Married,-394,Managers,Bank,180000.0,4.0,2
335445,F,-24327,Secondary / secondary special,Married,365243,,XNA,67500.0,2.0,0
335461,M,-17344,Higher education,Single / not married,-972,Core staff,Security Ministries,54000.0,1.0,0
335492,M,-22577,Higher education,Married,365243,,XNA,225000.0,2.0,0
335510,F,-23541,Secondary / secondary special,Separated,365243,,XNA,85500.0,1.0,0
335511,M,-11624,Incomplete higher,Married,-591,Managers,Business Entity Type 3,180000.0,3.0,1
335512,F,-11761,Secondary / secondary special,Married,-885,Laborers,Industry: type 11,85500.0,4.0,2
335514,F,-20020,Higher education,Widow,-1768,Sales staff,Self-employed,225000.0,1.0,0
