本期ID,性别,出生天数,学历,婚姻状况,就业天数,职业类别,单位类别,年收入,家庭人数,子女人数
297481,女,-14477,高中/职高,有配偶,-1566,销售人员,贸易类别7,90000,3,1
297509,女,-18771,高中/职高,丧偶,-1343,,公司类别3,112500,1,0
297519,女,-15023,高中/职高,有配偶,-4813,,其他,112500,2,0
297523,女,-16503,高中/职高,有配偶,-1624,工人,自由职业,157500,2,0
297545,女,-19898,高中/职高,有配偶,-3945,,物业,90000,2,0
297550,女,-20986,本科及以上,有配偶,365243,,未知,180000,2,0
297580,女,-9249,本科及以上,有配偶,-1332,核心员工,贸易类别2,157500,2,0
297593,男,-18343,高中/职高,有配偶,-2502,司机,公司类别2,202500,2,0
297602,女,-16797,高中/职高,有配偶,-1757,工人,自由职业,112500,2,0
297610,男,-17006,本科及以上,有配偶,-1822,,房产中介,270000,2,0
297641,男,-18802,高中/职高,有配偶,-230,工人,自由职业,90000,2,0
297653,男,-12931,高中/职高,有配偶,-3469,,公司类别3,202500,4,2
297662,男,-16619,高中/职高,有配偶,-591,,工业类别2,157500,3,1
297673,女,-17174,本科及以上,有配偶,-168,,公司类别3,202500,2,0
297676,女,-22948,高中/职高,丧偶,365243,,未知,270000,1,0
297688,女,-21723,高中/职高,有配偶,365243,,未知,144000,2,0
297689,女,-10027,本科及以上,有配偶,-968,工人,服务业,315000,2,0
297708,女,-20791,高中/职高,有配偶,-1823,会计,贸易类别7,112500,2,0
297716,女,-16295,高中/职高,有配偶,-709,,公司类别3,157500,2,0
297724,女,-10781,高中/职高,有配偶,-1324,销售人员,自由职业,90000,4,2
297749,女,-20252,本科及以上,有配偶,365243,,未知,121500,2,0
297766,女,-12531,高中/职高,未婚,-3475,经理,邮政,157500,1,0
297782,女,-18079,高中/职高,有配偶,-3496,核心员工,学校,202500,3,1
297810,女,-24039,高中/职高,有配偶,365243,,未知,157500,2,0
297811,女,-16228,高中/职高,有配偶,-6073,销售人员,贸易类别7,112500,3,1
297813,女,-13270,本科及以上,有配偶,-3512,核心员工,其他,180000,4,2
297824,女,-16073,高中/职高,有配偶,-380,核心员工,自由职业,270000,3,1
297832,男,-14439,本科及以上,有配偶,-2054,专业技术人员,餐饮,270000,2,0
297851,女,-22361,本科及以上,有配偶,365243,,未知,108000,3,1
297866,女,-11868,高中/职高,有配偶,-1434,销售人员,公司类别3,135000,4,2
297867,男,-9894,本科及以上,有配偶,-251,销售人员,公司类别3,148500,3,1
297873,女,-8004,大学肄业,未婚,-217,核心员工,公司类别2,180000,1,0
297886,男,-8972,高中/职高,有配偶,-848,司机,公司类别1,112500,2,0
297890,女,-19202,高中/职高,丧偶,-648,销售人员,自由职业,157500,1,0
297907,男,-11214,本科及以上,有配偶,-411,经理,公司类别3,315000,2,0
297923,女,-16755,高中/职高,未婚,-88,厨师,餐饮,126000,1,0
297932,女,-19978,高中/职高,民事婚姻,-479,工人,服务业,157500,2,0
297948,女,-22368,高中/职高,未婚,365243,,未知,45000,1,0
297951,女,-23809,本科及以上,未婚,365243,,未知,99000,1,0
297969,女,-12589,高中/职高,有配偶,-2029,,其他,166500,2,0
297979,女,-20544,高中/职高,有配偶,-1735,,学校,180000,2,0
297991,男,-19539,高中/职高,有配偶,-2025,经理,建筑,270000,2,0
298000,女,-19595,高中/职高,民事婚姻,365243,,未知,67500,2,0
298006,女,-11905,高中/职高,有配偶,-1868,销售人员,自由职业,72000,3,1
298036,男,-7682,高中/职高,未婚,-377,,工业类别9,157500,1,0
298056,女,-22523,高中/职高,离异,365243,,未知,139500,1,0
298068,女,-10876,高中/职高,有配偶,-1319,安保人员,安保,54000,3,1
298082,男,-13617,高中/职高,有配偶,-2627,销售人员,自由职业,202500,2,0
298086,男,-9068,高中/职高,有配偶,-927,工人,公司类别3,157500,3,1
298089,女,-14395,本科及以上,有配偶,-3311,核心员工,贸易类别7,135000,3,1
298091,女,-21161,初中及以下,丧偶,365243,,未知,60750,1,0
298102,女,-12037,高中/职高,未婚,-122,核心员工,贸易类别7,157500,1,0
298105,女,-12665,大学肄业,未婚,-1118,销售人员,公司类别3,112500,1,0
298111,男,-21766,高中/职高,有配偶,-3321,司机,自由职业,202500,2,0
298112,女,-13225,高中/职高,民事婚姻,-2537,工人,公司类别3,225000,4,2
298146,女,-18012,高中/职高,有配偶,-1990,核心员工,幼教,135000,3,1
298156,女,-12130,本科及以上,离异,-773,经理,公司类别3,126000,2,1
298159,男,-13122,高中/职高,未婚,-2060,工人,公司类别3,315000,2,1
298178,女,-16045,高中/职高,有配偶,-9328,工人,电力,112500,4,2
298191,女,-13136,高中/职高,民事婚姻,-2062,销售人员,自由职业,225000,4,2
298193,女,-15227,高中/职高,有配偶,-2577,核心员工,邮政,180000,4,2
298236,女,-12605,高中/职高,有配偶,-1031,工人,公司类别3,135000,3,1
298241,女,-15775,高中/职高,有配偶,-721,经理,工业类别11,112500,3,1
298245,女,-20848,高中/职高,有配偶,365243,,未知,128250,2,0
298269,男,-13020,高中/职高,有配偶,-2293,工人,公司类别3,225000,2,0
298287,男,-12935,高中/职高,有配偶,-1310,工人,公司类别3,112500,2,0
298288,女,-13497,本科及以上,有配偶,-2139,经理,公司类别3,405000,4,2
298308,男,-15146,本科及以上,民事婚姻,-7643,核心员工,警察,225000,4,2
298345,女,-18018,高中/职高,有配偶,-2222,,其他,54000,2,0
298348,女,-18441,高中/职高,有配偶,-3246,医务人员,医疗,90000,2,0
298351,女,-11861,本科及以上,有配偶,-384,销售人员,贸易类别1,202500,2,0
298369,男,-8948,高中/职高,有配偶,-230,销售人员,贸易类别3,157500,2,0
298374,女,-21715,高中/职高,离异,365243,,未知,135000,1,0
298383,女,-13564,高中/职高,有配偶,-304,销售人员,公司类别3,202500,3,1
298384,女,-11780,高中/职高,民事婚姻,-390,销售人员,公司类别3,90000,3,1
298402,男,-19441,高中/职高,有配偶,-1063,司机,公司类别3,225000,3,1
298409,男,-17698,本科及以上,有配偶,-1188,核心员工,大学,292500,2,0
298436,男,-11202,本科及以上,有配偶,-2088,核心员工,医疗,180000,2,0
298441,男,-19329,高中/职高,未婚,-314,司机,政府部门,157500,1,0
298455,男,-17986,高中/职高,有配偶,-2287,经理,交通类别4,315000,2,0
298476,女,-11669,高中/职高,有配偶,-3558,工人,自由职业,135000,2,0
298503,女,-13547,本科及以上,民事婚姻,-609,经理,公司类别3,225000,2,0
298511,女,-20128,大学肄业,未婚,365243,,未知,157500,1,0
298602,女,-16594,高中/职高,有配偶,-2324,家政人员,农业,157500,3,1
298612,女,-15071,高中/职高,有配偶,365243,,未知,126000,2,0
298624,女,-18635,高中/职高,民事婚姻,-1080,医务人员,医疗,157500,2,0
298630,男,-14866,高中/职高,未婚,-1745,安保人员,其他,202500,1,0
298637,男,-20101,本科及以上,民事婚姻,-1213,经理,公司类别3,225000,2,0
298660,女,-20742,高中/职高,民事婚姻,365243,,未知,180000,2,0
298667,女,-17129,本科及以上,有配偶,-520,,军队,225000,2,0
298682,女,-16705,本科及以上,离异,-7543,,其他,189000,1,0
298688,男,-17077,高中/职高,有配偶,-5137,经理,自由职业,337500,2,0
298721,女,-12160,高中/职高,有配偶,-1122,销售人员,自由职业,90000,4,2
298743,男,-12674,本科及以上,离异,-1450,,公司类别3,270000,3,2
298803,男,-17559,高中/职高,离异,-1897,工人,其他,180000,1,0
298808,女,-9889,高中/职高,未婚,-2409,,政府部门,81000,1,0
298851,女,-22040,高中/职高,有配偶,365243,,未知,216000,2,0
298853,男,-14145,高中/职高,未婚,-1547,销售人员,自由职业,112500,1,0
298854,女,-9275,高中/职高,有配偶,-862,销售人员,贸易类别7,90000,2,0
298870,女,-15837,高中/职高,民事婚姻,-1326,销售人员,贸易类别7,157500,2,0
298871,男,-12210,高中/职高,有配偶,-4729,销售人员,自由职业,99000,2,0
298874,男,-15461,高中/职高,有配偶,365243,,未知,121500,3,1
298879,女,-17393,本科及以上,丧偶,-3753,工人,公司类别3,72000,2,1
298952,女,-12958,高中/职高,未婚,-2645,工人,工业类别11,67500,1,0
298959,女,-11684,本科及以上,有配偶,-578,会计,公司类别3,121500,4,2
298967,女,-12747,本科及以上,离异,-901,,公司类别3,216000,1,0
298997,女,-12449,高中/职高,有配偶,-5731,医务人员,医疗,171000,4,2
299011,女,-20426,高中/职高,民事婚姻,365243,,未知,112500,2,0
299019,男,-8506,本科及以上,有配偶,-1170,,公司类别3,225000,2,0
299021,女,-12942,高中/职高,民事婚姻,-3143,销售人员,公司类别3,99000,4,2
299043,女,-10687,高中/职高,有配偶,-2529,家政人员,自由职业,157500,3,1
299050,男,-21283,本科及以上,有配偶,-4432,核心员工,大学,121500,2,0
299104,女,-23481,高中/职高,丧偶,365243,,未知,69750,1,0
299144,男,-22537,高中/职高,有配偶,365243,,未知,675000,2,0
299161,女,-15325,高中/职高,有配偶,-7593,工人,其他,72000,4,2
299182,女,-18858,高中/职高,丧偶,-8970,工人,工业类别11,292500,1,0
299186,女,-10058,高中/职高,有配偶,-1160,核心员工,幼教,112500,3,1
299195,女,-8636,本科及以上,有配偶,-1933,销售人员,服务业,81000,3,1
299199,女,-7799,高中/职高,有配偶,-123,专业技术人员,工业类别12,202500,2,0
299207,女,-20491,高中/职高,丧偶,365243,,未知,112500,1,0
299212,女,-10519,高中/职高,未婚,-1532,医务人员,其他,112500,1,0
299232,男,-17184,高中/职高,有配偶,-970,工人,其他,202500,2,0
299246,男,-20091,高中/职高,有配偶,-10900,工人,交通类别4,180000,2,0
299253,男,-11379,本科及以上,有配偶,-2983,,工业类别9,180000,2,0
299281,女,-21305,高中/职高,有配偶,365243,,未知,67500,2,0
299299,女,-15964,高中/职高,有配偶,-6144,工人,农业,99000,3,1
299331,女,-16613,高中/职高,有配偶,-2630,医务人员,其他,112500,2,0
299343,男,-20930,本科及以上,有配偶,365243,,未知,180000,2,0
299345,女,-12884,高中/职高,民事婚姻,-2241,,公司类别3,225000,3,1
299375,女,-11552,高中/职高,有配偶,-523,核心员工,自由职业,90000,3,1
299384,男,-20055,高中/职高,民事婚姻,365243,,未知,270000,2,0
299394,女,-16101,高中/职高,未婚,-5442,工人,公司类别1,135000,1,0
299398,女,-19842,高中/职高,丧偶,-960,工人,农业,157500,1,0
299405,女,-17043,高中/职高,有配偶,-1622,销售人员,自由职业,45000,2,0
299408,女,-12924,高中/职高,有配偶,-182,销售人员,贸易类别3,135000,4,2
299424,女,-13946,高中/职高,未婚,-736,清洁工,其他,270000,2,1
299449,男,-19495,高中/职高,民事婚姻,-2077,司机,应急部门,90000,3,1
299451,男,-22314,高中/职高,民事婚姻,365243,,未知,360000,2,0
299473,男,-8851,高中/职高,未婚,-869,工人,工业类别9,103824,1,0
299474,女,-10974,高中/职高,有配偶,-4198,工人,公司类别2,180000,4,2
299502,男,-10254,高中/职高,有配偶,-778,工人,公司类别3,247500,2,0
299528,女,-12041,大学肄业,未婚,-961,销售人员,公司类别3,202500,4,3
299578,女,-21416,高中/职高,有配偶,365243,,未知,159750,2,0
299601,女,-8319,初中及以下,未婚,-658,,公司类别3,67500,1,0
299604,男,-13038,高中/职高,有配偶,-5420,工人,公司类别2,157500,4,2
299621,女,-16405,本科及以上,有配偶,-3265,人事人员,工业类别9,103500,3,1
299637,男,-11931,高中/职高,有配偶,-1265,工人,公司类别3,157500,3,1
299638,女,-13096,本科及以上,有配偶,-1765,核心员工,学校,225000,2,0
299651,女,-12587,本科及以上,有配偶,-3280,,其他,247500,2,0
299654,女,-10556,本科及以上,有配偶,-3770,,贸易类别7,81000,4,2
299656,女,-21400,高中/职高,离异,365243,,未知,112500,1,0
299664,男,-12325,高中/职高,有配偶,-1862,工人,物业,202500,2,0
299674,女,-18312,高中/职高,有配偶,-1646,工人,物业,103500,2,0
299687,女,-23157,本科及以上,有配偶,365243,,未知,126000,2,0
299690,女,-15370,本科及以上,有配偶,-966,销售人员,其他,135000,2,0
299695,女,-18566,高中/职高,民事婚姻,-556,工人,公司类别3,54000,2,0
299711,女,-15195,本科及以上,有配偶,-5674,,交通类别4,157500,3,1
299735,女,-14849,高中/职高,民事婚姻,-108,销售人员,公司类别3,315000,3,1
299738,男,-11981,高中/职高,民事婚姻,-709,司机,餐饮,180000,2,0
299741,女,-14004,高中/职高,未婚,-617,家政人员,其他,180000,3,2
299742,女,-9910,高中/职高,有配偶,-678,经理,贸易类别3,270000,3,1
299758,男,-22826,本科及以上,有配偶,365243,,未知,157500,2,0
299764,女,-18324,高中/职高,有配偶,-438,,公司类别3,112500,2,0
299804,男,-16834,高中/职高,有配偶,-2363,安保人员,幼教,90000,3,1
299811,女,-20016,本科及以上,未婚,-6978,专业技术人员,工业类别9,225000,1,0
299813,女,-21541,初中及以下,丧偶,365243,,未知,45000,1,0
299824,女,-17580,高中/职高,有配偶,-612,,公司类别2,225000,2,0
299835,女,-13312,高中/职高,民事婚姻,-2382,工人,贸易类别6,144000,2,0
299837,男,-15234,高中/职高,有配偶,-758,工人,工业类别3,135000,2,0
299842,女,-20564,高中/职高,丧偶,365243,,未知,112500,1,0
299844,女,-11588,本科及以上,有配偶,-259,会计,政府部门,135000,3,1
299857,女,-23190,高中/职高,有配偶,365243,,未知,67500,2,0
299859,男,-16142,高中/职高,有配偶,-1144,工人,公司类别3,405000,3,1
299878,女,-16493,本科及以上,有配偶,-2522,经理,自由职业,119250,3,1
299886,女,-14778,高中/职高,有配偶,-2690,经理,医疗,112500,4,2
299906,男,-21878,高中/职高,有配偶,-454,工人,公司类别3,292500,2,0
299917,男,-9703,本科及以上,未婚,-900,经理,公司类别2,216000,1,0
299962,女,-11782,高中/职高,有配偶,-998,工人,公司类别1,180000,2,0
299963,女,-18614,高中/职高,离异,-1406,医务人员,医疗,90000,1,0
299966,女,-10400,高中/职高,有配偶,-1191,销售人员,自由职业,189000,3,1
299980,女,-8694,本科及以上,未婚,-129,,政府部门,189000,2,1
300010,男,-15233,高中/职高,有配偶,-1428,司机,自由职业,67500,4,2
300016,女,-16055,本科及以上,有配偶,-253,核心员工,学校,247500,2,0
300036,女,-13788,高中/职高,有配偶,-4447,,公司类别3,180000,2,0
300071,女,-23090,高中/职高,丧偶,365243,,未知,112500,1,0
300078,女,-19595,高中/职高,有配偶,-12525,医务人员,医疗,65250,2,0
300083,女,-8360,高中/职高,有配偶,-195,销售人员,自由职业,189000,3,1
300093,男,-10295,本科及以上,未婚,-909,经理,公司类别3,675000,1,0
300134,女,-17363,高中/职高,民事婚姻,-4974,销售人员,公司类别3,112500,2,0
300138,女,-14219,高中/职高,丧偶,-838,销售人员,贸易类别7,180000,2,1
300153,男,-13896,高中/职高,有配偶,-2697,核心员工,银行,112500,2,0
300154,男,-17002,本科及以上,有配偶,-1885,经理,政府部门,270000,3,1
300165,男,-10603,高中/职高,未婚,-1042,销售人员,公司类别3,157500,1,0
300183,女,-9959,本科及以上,有配偶,-1978,核心员工,政府部门,162000,2,0
300191,男,-8245,高中/职高,未婚,-511,工人,自由职业,180000,1,0
300208,女,-11850,高中/职高,有配偶,-2757,家政人员,工业类别9,292500,3,1
300223,男,-23620,本科及以上,有配偶,365243,,未知,112500,2,0
300233,女,-14549,高中/职高,有配偶,-5426,医务人员,医疗,144000,2,0
300236,男,-22759,本科及以上,有配偶,-2833,销售人员,贸易类别7,247500,2,0
300266,女,-12905,本科及以上,未婚,-658,,其他,180000,1,0
300279,男,-15917,高中/职高,有配偶,-484,专业技术人员,公司类别3,270000,3,1
300280,女,-20473,高中/职高,有配偶,-10747,工人,工业类别2,139500,2,0
300287,女,-15322,高中/职高,有配偶,-354,销售人员,自由职业,157500,2,0
300317,女,-16886,高中/职高,有配偶,-1795,厨师,公司类别3,112500,2,0
300326,女,-15315,高中/职高,离异,-988,销售人员,自由职业,90000,2,1
300351,男,-18849,高中/职高,离异,-10927,工人,军队,126000,1,0
300353,女,-16412,本科及以上,有配偶,-8136,核心员工,学校,112500,2,0
300384,女,-12639,高中/职高,有配偶,-3892,经理,其他,90000,2,0
300398,女,-23935,高中/职高,未婚,365243,,未知,157500,1,0
300441,女,-10372,本科及以上,有配偶,-3181,工人,公司类别3,67500,4,2
300445,男,-10743,高中/职高,有配偶,-1449,核心员工,公共安全,189000,3,1
300469,女,-13567,高中/职高,有配偶,-1427,家政人员,公司类别3,225000,2,0
300482,男,-23798,本科及以上,有配偶,365243,,未知,135000,2,0
300502,女,-16776,高中/职高,有配偶,-4677,会计,贸易类别7,225000,3,1
300505,女,-20983,高中/职高,离异,-4221,,其他,180000,1,0
300542,男,-10085,高中/职高,有配偶,-2434,工人,公司类别2,157500,3,1
300549,男,-9020,本科及以上,有配偶,-805,,学校,135000,2,0
300568,女,-20963,高中/职高,有配偶,365243,,未知,112500,2,0
300573,女,-20238,高中/职高,有配偶,365243,,未知,211500,2,0
300574,女,-23769,大学肄业,丧偶,365243,,未知,112500,1,0
300581,男,-10403,高中/职高,未婚,-150,工人,自由职业,121500,1,0
300582,男,-23804,高中/职高,有配偶,365243,,未知,61650,2,0
300589,男,-23273,本科及以上,有配偶,365243,,未知,162000,2,0
300610,女,-11443,高中/职高,有配偶,-677,工人,自由职业,112500,2,0
300620,女,-20157,本科及以上,有配偶,-600,经理,公司类别3,270000,2,0
300635,女,-19769,高中/职高,有配偶,-2977,司机,交通类别4,112500,2,0
300663,男,-22176,高中/职高,有配偶,365243,,未知,90000,2,0
300668,男,-11100,本科及以上,有配偶,-656,经理,交通类别4,225000,3,1
300682,女,-12655,高中/职高,有配偶,-5993,核心员工,学校,112500,4,2
300829,男,-8460,本科及以上,未婚,-677,,公司类别3,180000,1,0
300837,男,-12415,高中/职高,有配偶,-3667,核心员工,警察,270000,3,1
300841,男,-10302,高中/职高,未婚,-102,工人,公司类别3,180000,1,0
300843,男,-15010,高中/职高,民事婚姻,-1832,低技能工人,公司类别3,90000,2,0
300849,女,-13503,本科及以上,有配偶,-1079,销售人员,公司类别3,135000,2,0
300856,男,-15484,高中/职高,有配偶,-366,司机,工业类别3,270000,2,0
300857,女,-24054,高中/职高,有配偶,365243,,未知,67500,2,0
300858,女,-19352,高中/职高,未婚,365243,,未知,112500,1,0
300862,男,-21466,高中/职高,有配偶,-857,,公司类别3,81000,2,0
300884,女,-12089,高中/职高,民事婚姻,-3498,销售人员,公司类别3,180000,2,0
300892,女,-19135,高中/职高,丧偶,-564,司机,律师事务所,270000,1,0
300919,男,-12510,高中/职高,有配偶,-737,工人,公司类别3,135000,4,2
300924,女,-20644,高中/职高,未婚,365243,,未知,135000,1,0
300928,女,-8818,本科及以上,未婚,-544,,公司类别3,157500,1,0
300937,女,-22422,高中/职高,未婚,365243,,未知,159300,1,0
300940,女,-19927,高中/职高,有配偶,-563,销售人员,交通类别4,135000,2,0
300973,女,-19187,高中/职高,民事婚姻,-480,安保人员,工业类别1,103500,2,0
300999,男,-17054,高中/职高,有配偶,-457,工人,政府部门,292500,2,0
301044,男,-10855,高中/职高,有配偶,-2383,司机,自由职业,202500,2,0
301047,男,-14981,高中/职高,有配偶,-2424,工人,自由职业,162000,2,0
301049,女,-12338,高中/职高,未婚,-483,,公司类别1,225000,1,0
301056,女,-19203,高中/职高,丧偶,365243,,未知,157500,1,0
301059,男,-16482,本科及以上,有配偶,-1051,核心员工,贸易类别7,252000,2,0
301084,女,-14419,高中/职高,有配偶,-3125,清洁工,邮政,112500,2,0
301119,女,-19019,高中/职高,有配偶,365243,,未知,135000,2,0
301121,男,-16774,高中/职高,有配偶,-2222,工人,公司类别2,270000,2,0
301139,女,-15451,高中/职高,未婚,-2105,经理,政府部门,90000,1,0
301149,女,-9921,本科及以上,有配偶,-551,核心员工,银行,135000,2,0
301202,男,-22028,高中/职高,离异,365243,,未知,55350,1,0
301232,男,-13763,高中/职高,有配偶,-1326,销售人员,公司类别3,225000,4,2
301233,女,-21348,高中/职高,有配偶,365243,,未知,99000,2,0
301242,女,-9609,高中/职高,有配偶,-713,销售人员,公司类别3,135000,2,0
301283,女,-14159,高中/职高,有配偶,-2590,医务人员,医疗,135000,2,0
301289,女,-12450,本科及以上,有配偶,-1466,工人,交通类别4,67500,3,1
301292,男,-19831,高中/职高,未婚,-780,工人,自由职业,103500,1,0
301311,女,-21162,高中/职高,有配偶,365243,,未知,202500,2,0
301317,女,-9611,高中/职高,有配偶,-1530,工人,工业类别3,247500,2,0
301324,女,-20707,本科及以上,有配偶,365243,,未知,112500,2,0
301344,女,-24455,高中/职高,丧偶,365243,,未知,85500,1,0
301354,男,-20149,高中/职高,有配偶,365243,,未知,67500,2,0
301365,女,-9953,高中/职高,民事婚姻,-225,销售人员,自由职业,67500,3,1
301379,男,-9636,本科及以上,未婚,-882,工人,公司类别1,135000,1,0
301385,男,-18358,高中/职高,有配偶,-5334,司机,交通类别2,135000,2,0
301394,男,-13583,高中/职高,未婚,-821,工人,公司类别2,157500,1,0
301423,女,-22660,高中/职高,丧偶,-997,,其他,112500,1,0
301430,女,-8434,大学肄业,未婚,-135,,其他,99000,1,0
301440,女,-16059,高中/职高,有配偶,-1677,专业技术人员,公司类别1,112500,2,0
301445,男,-23954,高中/职高,有配偶,365243,,未知,90000,2,0
301453,女,-14155,高中/职高,有配偶,-6670,医务人员,医疗,157500,2,0
301467,女,-20283,本科及以上,民事婚姻,365243,,未知,81000,2,0
301470,女,-16689,高中/职高,有配偶,-5187,,工业类别7,202500,2,0
301475,男,-21224,高中/职高,丧偶,365243,,未知,225000,1,0
301485,女,-11696,本科及以上,民事婚姻,-1284,专业技术人员,其他,180000,2,0
301500,女,-11752,本科及以上,未婚,-370,服务人员,公司类别3,450000,2,1
301525,男,-10347,本科及以上,未婚,-1547,司机,物业,270000,1,0
301541,女,-20924,高中/职高,丧偶,365243,,未知,99900,1,0
301556,女,-21051,高中/职高,有配偶,365243,,未知,157500,2,0
301590,男,-15880,本科及以上,有配偶,-4937,,公司类别1,202500,2,0
301602,女,-12045,高中/职高,民事婚姻,-483,,工业类别3,126000,5,3
301604,男,-21000,本科及以上,有配偶,365243,,未知,180000,2,0
301614,女,-11403,高中/职高,民事婚姻,-1042,安保人员,农业,65250,5,3
301622,女,-15790,高中/职高,有配偶,-6762,工人,公司类别3,54000,3,1
301630,女,-10945,本科及以上,有配偶,-1085,会计,公司类别3,112500,3,1
301632,女,-20628,高中/职高,丧偶,365243,,未知,112500,1,0
301659,男,-9614,高中/职高,有配偶,-1162,工人,公司类别3,112500,2,0
301685,女,-21470,高中/职高,有配偶,-5888,家政人员,政府部门,225000,2,0
301690,女,-19545,本科及以上,未婚,-161,会计,其他,135000,1,0
301700,女,-14485,本科及以上,有配偶,-2736,会计,公司类别3,324000,2,0
301722,女,-19430,高中/职高,有配偶,-825,,自由职业,90000,2,0
301727,女,-20246,本科及以上,有配偶,365243,,未知,184500,2,0
301743,女,-20121,高中/职高,有配偶,-329,清洁工,公司类别3,135000,2,0
301754,女,-19225,高中/职高,有配偶,-907,销售人员,自由职业,67500,2,0
301758,女,-17522,高中/职高,离异,-5962,经理,贸易类别7,315000,1,0
301799,女,-14103,本科及以上,未婚,-3511,核心员工,医疗,180000,1,0
301802,女,-12605,本科及以上,未婚,-106,人事人员,公司类别3,95400,1,0
301805,女,-18079,高中/职高,有配偶,-102,司机,建筑,54000,2,0
301815,男,-8912,高中/职高,离异,-1114,工人,公司类别3,112500,1,0
301830,男,-11778,本科及以上,有配偶,-466,经理,公司类别3,202500,3,1
301835,男,-18252,高中/职高,有配偶,-10628,工人,其他,202500,2,0
301843,男,-16217,本科及以上,有配偶,-474,工人,交通类别4,225000,4,2
301899,女,-20997,高中/职高,离异,365243,,未知,157500,1,0
301927,女,-15322,高中/职高,有配偶,-4766,工人,公司类别3,90000,2,0
301928,男,-13037,高中/职高,有配偶,-522,低技能工人,贸易类别1,126000,2,0
301945,女,-13917,高中/职高,未婚,-2539,医务人员,医疗,67500,1,0
301947,女,-11435,高中/职高,有配偶,-2618,会计,自由职业,202500,3,1
301954,女,-14784,高中/职高,有配偶,-294,,工业类别11,135000,2,0
301956,女,-17403,高中/职高,有配偶,-1453,厨师,工业类别11,112500,2,0
301967,女,-19382,高中/职高,有配偶,-2573,工人,公司类别2,346500,2,0
301973,女,-18606,高中/职高,丧偶,-7893,核心员工,邮政,126000,1,0
301974,女,-18954,本科及以上,有配偶,-6029,专业技术人员,政府部门,135000,2,0
301982,女,-22449,高中/职高,有配偶,-373,,学校,90000,2,0
301992,男,-17311,高中/职高,有配偶,-699,,其他,189000,2,0
301994,女,-15036,高中/职高,未婚,-3339,,公司类别3,135000,1,0
302014,女,-11170,高中/职高,民事婚姻,-1029,安保人员,幼教,90000,2,0
302042,男,-16987,本科及以上,有配偶,-2363,工人,公司类别2,360000,3,1
302047,女,-19446,高中/职高,未婚,365243,,未知,112500,1,0
302059,男,-11972,大学肄业,有配偶,-487,工人,公司类别3,225000,3,1
302061,女,-12581,高中/职高,有配偶,-3271,,公司类别3,225000,2,0
302084,女,-15363,本科及以上,民事婚姻,-3133,,工业类别11,144000,2,0
302091,女,-20176,高中/职高,未婚,-873,,公司类别2,94500,1,0
302108,男,-12296,高中/职高,有配偶,-2326,工人,建筑,202500,3,1
302109,女,-11046,高中/职高,有配偶,-3776,专业技术人员,公司类别3,90000,3,1
302112,女,-22529,高中/职高,离异,365243,,未知,112500,1,0
302113,男,-16796,高中/职高,有配偶,-1961,工人,建筑,450000,3,1
302119,男,-10616,高中/职高,有配偶,-2841,工人,交通类别2,225000,2,0
302157,男,-13542,本科及以上,有配偶,-1145,工人,公司类别1,225000,3,1
302179,男,-17321,高中/职高,离异,-807,清洁工,公司类别3,180000,3,2
302191,女,-19338,高中/职高,未婚,365243,,未知,90000,1,0
302206,女,-16678,高中/职高,有配偶,-5220,清洁工,公司类别3,180000,2,0
302222,女,-19788,本科及以上,有配偶,365243,,未知,112500,5,3
302226,女,-14175,本科及以上,有配偶,-1572,经理,公司类别3,135000,2,0
302244,女,-11198,高中/职高,有配偶,-2167,司机,其他,90000,2,0
302253,女,-22301,高中/职高,有配偶,365243,,未知,54000,2,0
302255,女,-17074,高中/职高,离异,-1577,销售人员,自由职业,135000,1,0
302264,女,-14224,高中/职高,有配偶,-1474,,其他,112500,3,1
302272,女,-21330,高中/职高,有配偶,-964,销售人员,自由职业,157500,2,0
302310,女,-12726,本科及以上,有配偶,-2182,会计,其他,171000,2,0
302315,女,-10388,高中/职高,有配偶,-1393,,学校,112500,2,0
302325,女,-14882,高中/职高,有配偶,-389,销售人员,公司类别3,157500,2,0
302330,女,-15440,高中/职高,有配偶,-3388,工人,公司类别3,90000,3,1
302334,女,-19672,高中/职高,有配偶,-9541,核心员工,学校,121500,2,0
302336,女,-20466,高中/职高,离异,-985,文职人员,医疗,202500,1,0
302345,女,-22895,高中/职高,有配偶,365243,,未知,225000,2,0
302346,女,-11353,本科及以上,未婚,-717,,公司类别2,112500,1,0
302353,男,-19427,高中/职高,离异,-82,安保人员,公司类别3,144000,1,0
302386,女,-20668,本科及以上,民事婚姻,365243,,未知,202500,2,0
302391,女,-9906,本科及以上,离异,-1937,核心员工,幼教,202500,3,2
302412,男,-15622,初中及以下,未婚,-1886,工人,工业类别5,202500,1,0
302419,女,-21890,本科及以上,有配偶,365243,,未知,112500,2,0
302421,男,-11855,高中/职高,有配偶,-4513,专业技术人员,工业类别11,135000,2,0
302429,男,-14722,高中/职高,有配偶,-235,司机,公司类别3,189000,3,1
302430,女,-18455,高中/职高,有配偶,-1620,经理,公司类别3,279000,3,1
302441,男,-15563,本科及以上,有配偶,-3678,工人,工业类别9,207000,2,0
302451,女,-21880,高中/职高,有配偶,365243,,未知,67500,2,0
302452,男,-15270,高中/职高,民事婚姻,-7422,,军队,360000,2,0
302456,女,-14580,高中/职高,有配偶,-3865,核心员工,公共安全,360000,3,1
